Record datetime: 2025-09-14 17:53:29.823497
Timestamp,Fp1,Fp2,AF3,AF4,F3,Fz,F4,FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4,P3,Pz,P4,O1,Oz,O2
17.908,-9676.03,-2326.46,554.5,3423.57,-342.79,4239.14,-1583.26,4751.98,20374.06,8883.16,4216.03,9089.25,8896.71,-979.1,320.97,24152.85,-1189.56,-4616.62,-3731.04,769.62,11833.86,520.97
17.910,-9687.02,-2342.46,536.04,3407.57,-367.87,4210.35,-1610.17,4741.74,20361.59,8869.57,4212.59,9081.65,8890.59,-982.63,312.21,24157.27,-1247.63,-4639.6,-3734.57,746.64,11827.69,511.77
17.912,-9694.89,-2352.66,520.53,3397.33,-390.44,4181.47,-1635.21,4736.51,20353.32,8861.8,4208.52,9072.08,8887.46,-982.14,300.81,24170.73,-1315.58,-4665.3,-3733.46,722.36,11835.34,508.19
17.914,-9698.82,-2357.97,505.06,3389.11,-411.41,4154.97,-1657.65,4732.31,20347.73,8854.64,4202.31,9061.44,8883.48,-982.0,285.97,24182.75,-1380.67,-4696.41,-3734.4,700.86,11845.49,504.43
17.916,-9702.58,-2358.87,493.26,3384.86,-424.86,4140.39,-1669.5,4728.24,20344.87,8856.39,4194.48,9056.21,8883.61,-986.61,276.98,24192.46,-1423.4,-4712.06,-3733.59,693.4,11853.85,503.09
17.918,-9708.7,-2358.69,500.01,3390.4,-408.32,4157.16,-1649.42,4733.34,20351.13,8865.19,4191.89,9057.33,8885.44,-987.19,281.32,24185.17,-1371.82,-4693.06,-3732.25,699.21,11852.46,505.33
17.920,-9709.96,-2353.37,513.55,3398.58,-389.5,4180.36,-1625.64,4736.42,20355.2,8871.36,4193.68,9062.56,8888.04,-987.37,288.83,24175.07,-1322.51,-4675.45,-3732.92,708.82,11834.27,501.84
17.922,-9704.14,-2342.64,537.96,3414.18,-355.8,4219.74,-1589.66,4751.4,20370.71,8886.43,4208.57,9080.57,8899.53,-977.84,313.64,24169.79,-1232.39,-4632.0,-3724.2,744.27,11833.82,514.49
17.924,-9702.09,-2341.66,542.97,3416.06,-351.01,4232.75,-1581.61,4754.48,20374.69,8888.75,4218.94,9094.21,8905.87,-975.21,330.05,24168.9,-1194.92,-4610.9,-3718.84,768.86,11831.9,520.93
17.926,-9708.35,-2351.76,531.21,3405.15,-366.52,4217.24,-1596.0,4746.39,20363.74,8875.83,4214.56,9087.46,8898.05,-979.86,325.13,24163.8,-1204.8,-4615.99,-3722.77,759.51,11835.25,521.24
17.928,-9726.23,-2373.53,497.51,3378.64,-411.72,4168.11,-1642.05,4719.03,20335.75,8848.43,4194.39,9062.11,8878.52,-995.55,295.0,24162.95,-1308.52,-4668.34,-3733.99,724.6,11837.48,511.36
17.930,-9732.75,-2383.1,475.91,3365.86,-439.84,4132.52,-1674.1,4707.68,20323.14,8837.03,4180.85,9044.59,8870.07,-1001.81,274.52,24173.32,-1393.5,-4704.33,-3736.45,695.68,11844.82,508.32
17.932,-9730.88,-2384.35,470.46,3365.01,-446.23,4123.94,-1683.13,4711.75,20327.75,8839.4,4180.0,9042.8,8871.68,-996.44,271.31,24184.05,-1416.34,-4713.94,-3730.37,691.38,11856.17,518.78
17.934,-9724.75,-2375.86,478.06,3373.15,-435.05,4135.12,-1673.97,4720.38,20337.27,8849.59,4183.04,9048.34,8877.71,-989.91,277.21,24190.31,-1398.95,-4703.08,-3722.86,702.69,11864.84,528.89
17.936,-9714.92,-2363.16,502.69,3390.0,-401.62,4170.25,-1641.87,4735.4,20353.63,8864.43,4194.04,9061.84,8887.59,-980.08,294.19,24187.27,-1326.22,-4670.84,-3714.5,728.85,11871.73,542.34
17.938,-9709.02,-2356.01,523.97,3400.59,-376.98,4200.07,-1619.74,4741.65,20360.7,8872.21,4202.04,9073.02,8893.04,-976.86,308.01,24178.28,-1273.29,-4647.87,-3713.88,753.12,11858.9,542.48
17.940,-9712.46,-2360.61,537.02,3404.26,-353.74,4229.93,-1598.55,4747.69,20368.16,8875.92,4209.19,9084.42,8894.79,-976.99,324.41,24161.34,-1188.71,-4610.18,-3719.42,771.94,11828.5,531.03
17.942,-9722.07,-2374.96,527.1,3391.16,-366.39,4220.9,-1610.62,4740.13,20359.67,8861.57,4208.74,9081.87,8883.92,-981.38,321.11,24148.24,-1183.79,-4617.16,-3729.34,755.67,11807.35,514.27
17.944,-9725.74,-2381.44,508.9,3377.84,-394.87,4187.55,-1640.89,4727.8,20344.96,8848.03,4199.94,9069.31,8875.48,-989.24,302.46,24152.76,-1272.66,-4653.77,-3736.36,723.44,11803.69,499.43
17.946,-9734.01,-2391.9,490.13,3366.8,-420.97,4156.26,-1667.04,4719.3,20335.35,8836.54,4191.09,9054.16,8867.74,-992.42,284.49,24158.7,-1341.28,-4687.25,-3740.39,705.15,11819.6,494.6
17.948,-9743.93,-2400.93,469.92,3354.51,-445.07,4128.32,-1692.16,4710.23,20327.03,8829.16,4180.76,9040.25,8860.37,-996.35,267.01,24163.93,-1405.97,-4717.34,-3746.15,693.13,11839.85,499.61
17.950,-9744.87,-2397.09,469.65,3358.98,-441.63,4130.96,-1686.22,4717.02,20334.77,8838.06,4183.49,9043.78,8864.75,-989.56,270.01,24170.1,-1396.09,-4712.02,-3740.39,699.88,11849.2,505.37
17.952,-9738.3,-2383.41,485.97,3373.5,-419.41,4154.92,-1660.6,4726.19,20345.27,8850.66,4186.84,9050.89,8871.68,-989.11,276.22,24167.64,-1357.33,-4695.79,-3737.66,695.72,11841.42,503.85
17.954,-9732.89,-2372.5,506.13,3386.42,-393.26,4184.65,-1632.21,4732.89,20352.43,8860.86,4190.51,9059.25,8877.13,-992.24,285.61,24158.39,-1308.52,-4675.72,-3737.52,723.35,11847.32,508.1
17.956,-9731.37,-2366.51,525.0,3396.48,-365.54,4218.62,-1602.58,4742.01,20362.39,8870.74,4199.89,9073.15,8883.7,-991.39,304.48,24147.75,-1235.07,-4637.99,-3737.12,760.32,11846.34,516.01
17.958,-9742.95,-2380.19,517.93,3386.69,-373.14,4218.22,-1607.14,4737.45,20358.24,8862.96,4203.6,9079.14,8880.84,-992.02,312.75,24139.88,-1210.17,-4627.62,-3739.09,764.12,11830.11,513.02
17.960,-9754.48,-2397.49,497.19,3367.38,-401.79,4184.56,-1638.2,4724.0,20341.74,8843.74,4196.72,9067.25,8868.9,-997.07,300.27,24140.24,-1264.71,-4651.17,-3745.53,748.83,11833.01,507.83
17.962,-9764.49,-2410.81,475.11,3351.33,-431.12,4148.08,-1671.64,4712.11,20327.93,8826.66,4185.86,9050.4,8857.59,-1002.52,281.1,24146.59,-1340.26,-4686.36,-3748.75,716.73,11838.42,500.86
17.964,-9769.32,-2416.09,456.29,3340.33,-457.27,4115.63,-1700.39,4702.09,20317.69,8817.27,4173.61,9035.29,8849.9,-1007.88,262.23,24157.32,-1422.02,-4721.76,-3750.71,686.47,11847.59,495.05
17.966,-9768.56,-2414.35,455.66,3344.72,-452.67,4118.76,-1695.02,4710.59,20328.02,8824.65,4176.16,9038.51,8853.44,-999.08,266.57,24163.04,-1401.45,-4713.54,-3744.23,689.73,11852.64,498.27
17.968,-9762.62,-2403.71,466.21,3356.61,-439.03,4135.92,-1676.47,4717.2,20338.39,8837.3,4180.71,9045.97,8860.81,-993.0,275.19,24166.21,-1373.25,-4701.33,-3736.32,700.41,11847.05,503.99
17.970,-9758.37,-2394.45,483.11,3368.77,-417.66,4161.67,-1650.18,4720.73,20346.44,8850.53,4183.75,9054.87,8869.22,-991.61,287.4,24164.11,-1324.88,-4678.09,-3730.37,724.87,11848.44,515.39
17.972,-9752.29,-2386.14,507.21,3382.94,-385.52,4199.85,-1614.73,4732.45,20359.58,8865.95,4195.24,9071.5,8880.71,-985.31,310.2,24158.26,-1238.78,-4636.6,-3722.77,758.31,11845.4,522.76
17.974,-9756.72,-2391.23,508.32,3380.52,-382.04,4212.14,-1606.29,4731.15,20361.23,8867.79,4200.74,9082.5,8885.89,-986.56,324.23,24154.01,-1193.81,-4614.12,-3718.93,767.47,11828.5,522.0
17.976,-9764.94,-2404.56,492.9,3366.35,-401.62,4191.13,-1626.27,4721.94,20350.1,8855.76,4196.58,9077.98,8880.97,-989.47,319.94,24153.47,-1214.86,-4621.94,-3719.64,759.91,11827.92,519.72
17.978,-9771.33,-2417.7,474.66,3350.71,-427.19,4159.17,-1655.64,4710.85,20334.5,8838.91,4185.9,9061.75,8869.31,-997.2,300.5,24153.38,-1279.15,-4656.18,-3728.32,728.44,11825.15,504.66
17.980,-9774.69,-2425.7,451.46,3335.33,-461.83,4117.01,-1693.68,4695.61,20315.72,8823.08,4169.32,9039.49,8856.97,-1009.85,270.28,24160.31,-1395.82,-4710.27,-3740.12,695.99,11832.16,488.65
17.982,-9779.65,-2432.14,443.01,3331.89,-464.29,4107.67,-1700.12,4697.4,20318.09,8823.53,4163.82,9031.22,8853.93,-1010.03,262.32,24160.94,-1404.23,-4716.13,-3743.78,691.61,11843.34,489.64
17.984,-9784.52,-2434.6,439.48,3329.92,-465.45,4106.95,-1700.74,4695.3,20317.65,8825.54,4161.36,9030.1,8853.21,-1008.6,260.93,24160.09,-1402.17,-4719.66,-3746.55,693.17,11843.12,486.73
17.986,-9777.99,-2423.11,457.45,3343.28,-443.24,4132.79,-1674.91,4704.1,20328.29,8839.71,4166.86,9040.74,8862.47,-1004.62,271.75,24159.37,-1357.73,-4698.65,-3743.02,716.06,11850.18,492.68
17.988,-9766.51,-2406.52,483.29,3362.46,-412.61,4167.84,-1642.94,4715.41,20342.41,8856.39,4175.71,9055.63,8875.21,-1001.63,287.8,24157.94,-1303.24,-4668.88,-3739.22,738.77,11841.51,499.92
17.990,-9764.45,-2402.77,505.64,3374.26,-379.93,4209.46,-1608.66,4731.06,20361.14,8868.95,4191.44,9075.84,8885.76,-992.82,315.34,24148.38,-1192.2,-4618.27,-3734.44,763.36,11828.59,510.47
17.992,-9770.93,-2412.6,499.29,3366.26,-388.34,4206.06,-1616.21,4729.36,20359.49,8861.62,4199.36,9082.36,8885.27,-989.15,322.09,24147.35,-1188.22,-4614.74,-3733.95,767.6,11836.72,517.85
17.994,-9777.82,-2425.12,480.38,3349.99,-417.58,4171.86,-1650.5,4717.38,20344.87,8844.5,4193.14,9070.43,8875.12,-994.21,305.32,24151.69,-1270.29,-4650.1,-3740.3,742.79,11838.96,510.38
17.996,-9784.3,-2437.06,457.9,3334.39,-451.33,4132.44,-1687.51,4703.66,20329.09,8828.36,4179.78,9051.38,8863.63,-1003.19,279.4,24159.02,-1373.16,-4696.68,-3747.76,706.76,11837.98,499.61
17.998,-9782.2,-2438.31,451.64,3333.67,-458.39,4119.11,-1698.37,4707.19,20331.77,8829.97,4178.44,9046.24,8864.66,-997.92,273.27,24170.55,-1406.33,-4707.81,-3744.41,690.85,11842.22,501.22
18.000,-9778.08,-2434.42,452.31,3338.01,-455.93,4121.13,-1695.87,4712.55,20337.9,8836.67,4181.16,9049.95,8869.75,-990.14,276.89,24177.88,-1401.99,-4707.05,-3737.75,697.55,11845.13,504.52
18.002,-9773.12,-2425.57,465.77,3348.29,-435.1,4143.7,-1673.3,4719.57,20347.33,8848.43,4185.54,9056.75,8876.46,-986.16,286.64,24175.38,-1358.99,-4687.52,-3733.28,711.19,11846.25,508.32
18.004,-9770.66,-2419.49,482.04,3356.52,-412.43,4168.87,-1649.83,4724.0,20352.74,8856.34,4189.3,9063.9,8879.01,-986.11,296.97,24166.39,-1303.96,-4664.41,-3731.49,738.14,11851.39,512.26
18.006,-9769.99,-2415.11,502.87,3367.11,-382.97,4205.48,-1617.73,4733.83,20364.23,8867.07,4198.55,9079.23,8885.85,-981.73,318.56,24155.66,-1208.74,-4621.13,-3727.33,771.4,11857.06,525.98
18.008,-9778.62,-2424.85,495.45,3357.68,-393.88,4202.75,-1623.68,4726.01,20357.12,8860.1,4199.98,9083.7,8884.59,-983.88,324.5,24151.06,-1197.07,-4614.74,-3727.06,779.36,11852.41,526.74
18.010,-9783.45,-2434.24,484.41,3347.98,-406.85,4182.95,-1638.87,4722.16,20347.64,8849.32,4197.79,9075.97,8877.71,-985.22,318.42,24151.55,-1221.52,-4623.06,-3727.78,757.14,11847.54,523.75
18.012,-9791.09,-2445.95,461.21,3331.26,-440.37,4143.25,-1674.01,4708.31,20328.96,8830.06,4187.29,9057.96,8864.25,-992.28,296.21,24156.25,-1310.8,-4669.06,-3733.72,712.17,11826.44,505.28
18.014,-9793.51,-2449.97,442.52,3321.47,-466.53,4108.88,-1702.04,4701.2,20318.23,8822.37,4177.36,9042.71,8858.58,-995.1,277.43,24167.15,-1390.32,-4701.56,-3736.63,694.74,11836.14,501.17
18.016,-9798.29,-2452.39,432.42,3317.31,-476.49,4097.3,-1710.76,4698.92,20315.9,8821.16,4172.53,9036.5,8856.12,-994.97,269.47,24169.75,-1405.97,-4713.71,-3736.81,695.32,11855.77,504.7
18.018,-9794.49,-2443.72,438.63,3325.36,-465.81,4107.45,-1698.82,4702.49,20319.43,8830.24,4171.55,9037.3,8858.94,-995.95,270.55,24168.63,-1389.83,-4706.47,-3736.27,704.8,11856.35,503.76
18.020,-9783.67,-2428.25,464.6,3345.3,-430.14,4144.19,-1661.9,4716.8,20334.72,8846.82,4181.21,9050.94,8869.26,-988.84,287.67,24163.53,-1310.13,-4673.35,-3731.67,721.69,11847.68,506.31
18.022,-9774.51,-2412.92,489.99,3362.55,-398.58,4183.08,-1626.72,4729.36,20350.1,8862.69,4194.89,9069.94,8882.23,-981.29,309.88,24161.03,-1236.72,-4636.78,-3722.64,752.18,11849.24,519.81
18.024,-9780.23,-2418.19,497.77,3364.12,-384.94,4205.75,-1610.09,4735.53,20358.64,8866.67,4206.33,9085.45,8888.13,-975.3,330.94,24153.7,-1160.37,-4599.59,-3718.62,772.07,11836.41,527.19
18.026,-9791.58,-2435.0,478.46,3346.19,-413.02,4178.79,-1638.79,4720.69,20342.59,8848.12,4199.8,9077.76,8877.4,-983.25,319.59,24151.24,-1211.87,-4626.77,-3727.06,744.89,11814.42,514.89
18.028,-9796.19,-2443.81,463.4,3335.77,-433.09,4150.9,-1663.42,4712.37,20333.43,8837.39,4190.46,9065.64,8871.09,-989.78,303.27,24157.45,-1280.44,-4654.26,-3731.31,722.9,11822.06,516.01
18.030,-9804.19,-2455.38,441.13,3319.73,-464.74,4113.84,-1697.79,4699.5,20318.32,8820.94,4175.53,9045.75,8859.2,-998.72,276.45,24163.67,-1379.19,-4702.85,-3738.28,688.48,11818.04,504.39
18.032,-9803.07,-2455.96,434.88,3318.52,-471.22,4104.36,-1708.66,4704.86,20322.12,8823.04,4177.0,9044.01,8861.84,-990.41,274.21,24176.99,-1405.7,-4710.23,-3731.0,705.02,11853.89,516.28
18.034,-9797.4,-2448.37,441.36,3326.12,-460.8,4113.57,-1700.07,4712.6,20330.34,8832.34,4180.13,9047.67,8867.29,-985.85,278.46,24181.23,-1391.35,-4703.03,-3727.6,715.3,11866.0,518.69
18.036,-9794.13,-2440.86,459.02,3336.36,-435.28,4140.26,-1674.32,4717.29,20336.96,8839.8,4178.79,9048.43,8866.85,-990.23,281.32,24166.12,-1334.22,-4685.24,-3735.29,710.03,11845.35,506.54
18.038,-9784.03,-2428.56,483.92,3350.03,-405.64,4174.14,-1644.64,4724.49,20344.96,8850.89,4184.56,9057.64,8871.63,-990.81,292.41,24153.92,-1273.6,-4661.55,-3738.2,726.39,11830.82,498.44
18.040,-9775.54,-2418.19,504.52,3363.49,-380.25,4207.0,-1617.01,4735.04,20357.39,8864.17,4198.37,9077.27,8883.75,-984.59,315.56,24150.57,-1204.22,-4625.07,-3733.23,756.96,11829.39,502.96
18.042,-9784.16,-2429.32,496.03,3355.0,-387.98,4201.28,-1623.05,4731.19,20352.43,8857.82,4202.17,9081.33,8882.81,-982.94,322.71,24148.56,-1189.43,-4613.49,-3730.95,765.59,11831.72,510.56
18.044,-9795.16,-2445.1,475.38,3336.8,-416.5,4168.06,-1651.62,4718.68,20336.96,8840.47,4197.21,9070.38,8872.75,-984.37,312.16,24151.91,-1242.71,-4638.48,-3731.89,747.26,11827.34,508.23
18.046,-9800.61,-2452.61,448.33,3319.86,-458.03,4120.72,-1694.26,4701.42,20315.55,8822.23,4182.73,9049.6,8862.24,-993.27,285.83,24163.67,-1361.71,-4690.96,-3737.48,703.86,11820.54,496.39
18.048,-9802.09,-2452.52,439.7,3318.92,-464.78,4107.76,-1702.93,4703.79,20316.08,8823.75,4177.68,9040.83,8861.35,-992.02,276.31,24170.46,-1384.56,-4702.0,-3735.69,685.3,11826.0,495.18
18.050,-9801.64,-2450.33,436.93,3321.38,-465.9,4106.95,-1701.59,4705.0,20318.76,8827.55,4175.84,9039.4,8862.2,-989.06,275.11,24173.32,-1383.84,-4704.91,-3733.99,703.59,11843.07,498.13
18.052,-9800.44,-2443.72,444.93,3327.55,-455.93,4119.02,-1689.26,4702.99,20317.42,8830.77,4170.25,9035.92,8860.32,-996.49,271.31,24164.96,-1370.92,-4703.79,-3738.87,701.31,11839.67,496.61
18.054,-9795.38,-2433.75,464.92,3339.84,-427.41,4148.57,-1663.42,4710.63,20324.17,8838.68,4174.95,9041.37,8862.73,-997.33,280.74,24152.67,-1308.11,-4678.09,-3739.4,717.22,11831.94,500.46
18.056,-9787.78,-2421.54,488.79,3355.27,-397.01,4186.62,-1631.05,4723.28,20337.99,8852.63,4188.18,9059.65,8874.45,-991.08,302.91,24147.53,-1225.41,-4638.93,-3730.91,752.54,11842.8,521.96
18.058,-9794.85,-2427.22,483.29,3349.63,-404.07,4186.93,-1633.11,4718.05,20333.96,8849.55,4190.42,9065.78,8875.83,-992.06,310.69,24145.47,-1209.63,-4628.6,-3727.42,761.26,11838.65,531.21
18.060,-9801.46,-2437.68,470.91,3339.89,-419.18,4167.48,-1647.37,4711.97,20326.45,8840.92,4188.49,9059.56,8872.17,-991.26,308.14,24148.47,-1225.64,-4633.56,-3725.63,755.44,11834.98,534.16
18.062,-9805.75,-2446.0,450.61,3327.15,-451.15,4131.59,-1677.72,4698.25,20311.57,8826.48,4179.69,9044.68,8864.61,-995.14,289.68,24158.57,-1310.44,-4674.38,-3725.14,728.98,11833.86,530.54
18.064,-9805.8,-2448.5,435.99,3320.26,-470.91,4104.67,-1701.15,4691.94,20304.5,8822.5,4171.77,9033.55,8862.2,-994.38,275.46,24173.9,-1379.73,-4699.32,-3721.07,719.1,11855.41,530.68
18.066,-9810.54,-2458.07,423.7,3311.55,-482.89,4091.17,-1713.66,4688.23,20300.66,8817.58,4164.93,9025.41,8855.49,-996.26,265.85,24173.14,-1395.91,-4715.59,-3724.38,712.75,11858.05,513.78
18.068,-9812.28,-2456.99,425.76,3313.96,-473.45,4099.13,-1704.59,4688.32,20301.55,8821.07,4157.96,9020.18,8852.45,-1004.0,261.25,24164.29,-1379.95,-4712.55,-3732.83,699.88,11846.02,496.43
18.070,-9810.58,-2453.15,441.22,3322.59,-449.63,4125.06,-1679.38,4693.91,20308.39,8827.87,4160.24,9024.87,8853.53,-1004.09,268.76,24150.3,-1317.1,-4692.21,-3736.81,715.21,11834.4,496.75
18.072,-9804.91,-2443.63,462.82,3334.39,-422.58,4157.2,-1652.29,4702.09,20317.2,8838.06,4168.51,9036.77,8859.78,-1001.18,284.27,24141.4,-1251.47,-4660.16,-3734.26,756.96,11840.21,509.8
18.074,-9807.54,-2445.68,472.65,3337.12,-408.46,4179.91,-1636.86,4709.24,20326.41,8842.08,4180.58,9052.81,8866.0,-995.32,304.92,24135.73,-1182.45,-4625.65,-3727.47,783.43,11855.63,532.78
18.076,-9813.94,-2456.99,460.54,3325.63,-426.87,4161.13,-1656.67,4703.12,20318.81,8830.77,4182.59,9052.5,8862.06,-993.76,304.88,24139.53,-1209.45,-4634.14,-3724.02,775.11,11846.87,536.35
18.078,-9819.21,-2468.35,442.48,3310.61,-452.22,4128.37,-1686.84,4692.57,20305.04,8814.59,4173.7,9037.39,8850.08,-1002.52,285.48,24141.05,-1282.19,-4669.28,-3731.8,738.68,11839.18,529.02
18.080,-9823.86,-2476.22,422.58,3298.8,-479.22,4094.79,-1716.35,4682.2,20292.84,8802.25,4161.94,9019.91,8840.56,-1010.08,262.14,24148.91,-1375.71,-4711.17,-3736.99,707.97,11853.49,525.27
18.082,-9827.35,-2478.99,412.12,3294.92,-490.75,4081.21,-1729.09,4681.04,20292.43,8802.12,4157.56,9014.86,8839.31,-1008.15,254.85,24157.14,-1409.81,-4725.11,-3736.45,694.29,11854.11,517.09
18.084,-9831.41,-2477.69,408.63,3294.6,-493.57,4080.22,-1729.85,4678.13,20291.72,8803.37,4150.5,9010.26,8836.9,-1014.1,247.84,24154.01,-1416.7,-4731.69,-3741.99,685.62,11841.69,500.46
18.086,-9830.34,-2471.07,425.8,3306.09,-466.7,4109.95,-1700.7,4688.41,20302.63,8815.08,4152.55,9016.96,8841.68,-1013.7,259.37,24143.73,-1348.53,-4702.76,-3743.43,705.47,11842.45,499.07
18.088,-9823.77,-2459.99,445.16,3318.43,-445.69,4138.16,-1676.69,4695.21,20310.27,8824.16,4161.85,9028.72,8849.01,-1010.25,273.32,24137.87,-1302.53,-4683.81,-3744.01,725.49,11830.6,493.3
18.090,-9816.35,-2448.95,467.2,3333.72,-415.7,4173.88,-1647.32,4710.05,20325.65,8839.49,4179.33,9050.18,8862.51,-998.9,300.14,24136.13,-1217.9,-4636.47,-3736.68,761.08,11827.02,504.08
18.092,-9822.12,-2458.74,463.53,3326.79,-418.78,4172.36,-1650.59,4709.78,20322.56,8831.98,4186.44,9055.32,8860.46,-993.4,308.99,24130.68,-1187.41,-4623.5,-3735.47,771.49,11833.68,514.0
18.094,-9829.05,-2470.81,443.64,3310.52,-445.92,4138.47,-1681.57,4696.68,20302.85,8810.79,4178.17,9040.74,8846.64,-998.54,292.76,24128.93,-1249.55,-4656.67,-3742.8,742.57,11828.01,506.67
18.096,-9831.77,-2476.75,425.62,3300.19,-470.91,4103.82,-1710.09,4686.94,20289.75,8797.56,4169.14,9025.41,8837.21,-1000.42,275.19,24137.02,-1322.6,-4689.4,-3745.79,711.14,11828.95,500.68
18.098,-9834.14,-2480.6,405.19,3289.51,-500.54,4069.4,-1740.71,4673.44,20275.8,8788.44,4156.49,9010.03,8829.3,-1006.32,254.18,24146.72,-1411.78,-4730.25,-3751.29,685.48,11835.16,492.36
18.100,-9834.37,-2477.87,402.02,3291.47,-498.94,4068.02,-1738.83,4675.14,20277.86,8793.94,4150.41,9005.65,8830.64,-1008.6,250.25,24149.54,-1413.57,-4729.76,-3751.7,680.52,11841.19,494.06
18.102,-9824.71,-2461.55,423.48,3310.96,-469.74,4100.56,-1705.53,4689.4,20296.64,8812.26,4159.79,9018.03,8842.8,-1000.46,264.73,24151.51,-1354.78,-4704.1,-3742.26,707.03,11855.32,509.22
18.104,-9816.93,-2450.02,444.4,3324.46,-445.47,4129.71,-1678.84,4696.77,20305.67,8822.81,4166.14,9027.56,8848.12,-999.88,274.61,24144.13,-1306.37,-4684.66,-3741.32,733.41,11857.2,515.83
18.106,-9816.08,-2446.67,462.55,3332.24,-420.08,4162.39,-1653.67,4704.01,20314.34,8831.67,4173.56,9039.18,8852.59,-999.7,289.95,24130.99,-1231.98,-4649.21,-3743.07,758.13,11842.04,518.2
18.108,-9819.39,-2452.7,464.2,3328.58,-416.9,4173.43,-1649.56,4705.67,20318.54,8830.46,4181.52,9050.36,8853.88,-997.42,302.6,24123.7,-1189.56,-4630.48,-3742.8,760.59,11819.96,513.64
18.110,-9824.08,-2462.94,450.75,3316.19,-437.69,4148.84,-1673.3,4697.71,20308.84,8816.82,4179.02,9044.99,8845.93,-999.57,293.66,24125.98,-1235.69,-4651.71,-3746.29,744.45,11821.39,511.63
18.112,-9831.73,-2474.29,432.55,3303.77,-462.95,4117.41,-1701.68,4689.75,20298.65,8804.53,4172.09,9032.52,8838.68,-1002.16,278.77,24134.61,-1306.15,-4681.89,-3746.78,722.9,11838.24,513.69
18.114,-9834.77,-2479.84,419.23,3298.09,-478.95,4096.72,-1719.7,4687.56,20297.31,8800.55,4167.53,9023.62,8836.58,-1000.78,265.85,24144.94,-1360.33,-4707.37,-3745.88,700.77,11849.82,514.67
18.116,-9831.41,-2475.77,413.19,3298.36,-488.88,4087.02,-1728.37,4687.74,20300.57,8805.69,4164.89,9023.09,8838.91,-1000.96,258.97,24155.71,-1402.71,-4723.06,-3744.99,691.34,11850.31,512.17
18.118,-9826.54,-2466.02,422.4,3309.22,-474.71,4102.8,-1710.31,4694.31,20310.23,8817.09,4167.3,9028.23,8844.05,-998.05,264.69,24155.75,-1373.6,-4711.7,-3742.49,699.65,11842.13,507.21
18.120,-9823.19,-2455.38,440.15,3322.5,-450.03,4130.11,-1682.82,4701.6,20319.75,8829.03,4171.1,9036.68,8850.84,-996.53,276.18,24149.41,-1316.34,-4686.0,-3740.74,721.69,11842.58,510.11
18.122,-9817.51,-2446.35,461.97,3335.28,-421.24,4165.02,-1651.93,4710.54,20331.86,8841.63,4180.09,9051.47,8859.61,-994.07,294.37,24141.4,-1243.47,-4653.1,-3738.46,753.79,11846.47,516.5
18.124,-9823.19,-2451.99,468.27,3334.61,-409.26,4184.78,-1638.25,4713.58,20337.76,8845.39,4186.39,9064.21,8864.39,-993.94,310.87,24132.42,-1181.83,-4622.52,-3738.6,771.09,11835.07,517.13
18.126,-9834.77,-2468.79,453.16,3318.7,-429.06,4165.07,-1656.89,4703.97,20326.14,8830.37,4183.4,9059.16,8855.49,-997.6,305.32,24126.61,-1205.25,-4634.95,-3745.03,747.98,11816.43,504.52
18.128,-9837.54,-2475.5,433.53,3306.0,-459.15,4128.1,-1690.06,4692.57,20312.42,8818.88,4177.72,9049.15,8851.34,-1000.55,290.98,24140.96,-1299.26,-4668.92,-3745.08,734.3,11827.69,502.51
18.130,-9833.29,-2474.43,426.11,3306.45,-469.97,4110.08,-1702.71,4696.95,20316.48,8819.73,4179.6,9046.6,8854.91,-991.75,287.4,24159.82,-1344.99,-4684.52,-3735.42,724.15,11851.61,517.0
18.132,-9830.83,-2471.92,417.4,3304.79,-482.89,4096.23,-1714.87,4696.46,20316.89,8821.61,4177.45,9043.43,8856.57,-989.69,280.69,24172.79,-1391.71,-4702.76,-3732.38,702.65,11850.98,514.05
18.134,-9828.78,-2467.36,419.05,3308.86,-479.94,4098.15,-1710.85,4698.52,20319.03,8826.66,4174.32,9042.09,8858.58,-989.91,279.62,24174.4,-1391.35,-4702.27,-3731.09,699.61,11847.27,510.65
18.136,-9826.77,-2460.75,437.11,3322.01,-450.92,4129.4,-1678.53,4707.64,20329.63,8838.55,4176.56,9047.41,8863.76,-988.53,290.93,24165.1,-1315.44,-4672.32,-3727.6,717.45,11847.77,517.04
18.138,-9823.95,-2455.52,454.5,3330.41,-427.99,4157.69,-1652.55,4709.24,20332.76,8844.36,4179.2,9053.31,8866.67,-991.39,299.33,24152.8,-1256.53,-4651.44,-3728.18,737.07,11838.38,517.49
18.140,-9824.58,-2455.16,462.86,3332.47,-416.68,4177.94,-1639.46,4708.75,20331.64,8847.58,4183.75,9061.71,8868.86,-994.52,311.85,24142.48,-1206.73,-4626.9,-3729.25,760.67,11830.06,519.01
18.142,-9833.07,-2464.77,452.71,3321.96,-428.89,4168.47,-1649.96,4702.72,20320.91,8837.61,4183.26,9060.77,8864.52,-995.55,314.85,24138.36,-1197.16,-4620.55,-3729.34,769.84,11828.9,522.27
18.144,-9839.15,-2474.79,437.87,3309.89,-449.9,4141.29,-1672.49,4694.13,20307.41,8822.1,4177.9,9049.24,8855.0,-997.02,303.49,24139.62,-1236.86,-4643.17,-3731.44,746.15,11823.89,518.38
