Record datetime: 2025-09-14 17:53:29.823497
Timestamp,Fp1,Fp2,AF3,AF4,F3,Fz,F4,FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4,P3,Pz,P4,O1,Oz,O2
9.634,-9812.68,-2379.79,698.94,3514.19,-193.52,4300.43,-1411.56,4992.26,20718.46,9131.27,4404.32,9343.21,9153.22,-836.89,265.49,24474.85,-1814.69,-4854.17,-3653.57,682.0,12152.6,744.58
9.636,-9805.35,-2368.17,722.41,3529.25,-164.73,4335.61,-1379.24,5000.89,20728.02,9144.9,4412.19,9355.64,9163.14,-835.6,281.77,24469.3,-1750.19,-4822.7,-3648.21,708.28,12148.8,749.72
9.638,-9806.29,-2366.78,737.79,3537.7,-139.97,4370.48,-1349.55,5010.19,20740.54,9154.43,4423.45,9372.76,9171.23,-830.01,304.83,24459.51,-1653.67,-4778.4,-3642.57,735.64,12146.12,757.63
9.640,-9818.0,-2380.95,721.78,3523.84,-160.31,4353.81,-1368.28,4998.52,20729.32,9139.18,4421.0,9369.67,9161.58,-833.68,301.48,24451.65,-1666.64,-4787.12,-3650.49,725.31,12136.33,747.49
9.642,-9823.1,-2390.34,702.02,3508.87,-191.29,4318.71,-1401.23,4985.51,20714.21,9122.24,4413.75,9356.93,9151.39,-838.15,284.98,24456.07,-1744.11,-4822.12,-3655.0,701.67,12134.81,741.09
9.644,-9826.23,-2396.38,682.04,3495.72,-221.73,4279.64,-1435.25,4972.41,20700.0,9108.74,4401.42,9339.41,9142.58,-844.63,262.99,24467.25,-1839.37,-4863.16,-3657.73,672.7,12141.33,734.21
9.646,-9830.61,-2402.37,667.02,3487.27,-238.36,4256.93,-1454.74,4965.93,20693.74,9104.4,4390.15,9326.35,9136.99,-849.63,248.64,24473.77,-1884.74,-4885.2,-3658.8,653.92,12147.59,730.81
9.648,-9831.68,-2401.87,664.12,3487.72,-238.49,4256.49,-1453.8,4964.9,20695.08,9107.71,4385.59,9322.42,9136.54,-851.02,244.71,24473.33,-1882.2,-4888.64,-3658.71,648.16,12140.31,725.85
9.650,-9823.1,-2387.88,681.82,3503.46,-215.2,4282.33,-1426.8,4972.91,20706.43,9121.52,4388.94,9328.63,9144.5,-848.79,253.6,24470.87,-1837.85,-4869.06,-3657.91,665.1,12138.56,729.56
9.652,-9817.02,-2377.06,707.08,3518.84,-181.76,4320.59,-1390.59,4984.62,20717.56,9134.0,4397.17,9339.14,9151.3,-844.63,268.36,24459.11,-1757.03,-4835.53,-3656.97,692.37,12137.85,735.37
9.654,-9813.8,-2369.73,725.49,3529.92,-157.27,4353.81,-1364.17,4993.69,20727.53,9144.5,4409.24,9355.72,9160.28,-838.41,289.63,24452.81,-1685.81,-4800.08,-3650.84,726.39,12140.62,745.12
9.656,-9817.96,-2373.8,722.45,3527.15,-160.22,4356.09,-1364.08,4993.2,20725.92,9142.31,4415.41,9363.64,9162.29,-836.45,299.92,24451.51,-1665.96,-4785.78,-3648.65,728.22,12133.87,746.06
9.658,-9825.65,-2385.29,705.47,3512.93,-184.22,4327.66,-1389.03,4981.67,20710.28,9124.7,4408.75,9351.48,9150.04,-841.81,286.24,24448.11,-1714.56,-4811.26,-3658.85,701.8,12125.11,736.53
9.660,-9832.0,-2394.41,684.1,3498.99,-214.58,4290.64,-1422.42,4969.82,20695.08,9110.39,4399.36,9336.46,9140.48,-846.01,266.43,24457.1,-1801.6,-4849.97,-3661.84,685.3,12141.83,740.42
9.662,-9832.09,-2397.76,670.69,3492.1,-232.86,4264.22,-1444.91,4967.0,20690.47,9104.45,4395.6,9326.53,9136.59,-843.69,255.21,24469.62,-1859.84,-4875.09,-3658.13,674.89,12155.24,745.52
9.664,-9830.48,-2396.73,666.35,3492.42,-235.68,4258.81,-1449.56,4970.98,20694.05,9107.71,4395.16,9325.73,9137.44,-839.04,254.54,24475.96,-1866.86,-4877.11,-3655.9,676.86,12140.35,739.44
9.666,-9821.85,-2385.78,680.43,3504.22,-216.14,4278.12,-1431.94,4980.46,20704.24,9117.99,4401.06,9333.73,9142.22,-831.35,263.21,24475.47,-1828.69,-4862.44,-3652.81,682.71,12129.35,735.73
9.668,-9810.72,-2369.6,707.79,3525.36,-180.65,4316.17,-1395.55,4995.39,20721.68,9134.31,4412.68,9348.89,9152.59,-823.17,281.77,24471.14,-1754.79,-4826.9,-3647.0,708.28,12149.38,746.41
9.670,-9807.1,-2361.64,727.73,3535.29,-156.28,4348.8,-1368.42,5001.34,20728.96,9140.92,4418.54,9359.3,9156.3,-825.9,294.77,24456.43,-1691.4,-4799.72,-3650.31,729.47,12158.9,751.96
9.672,-9816.84,-2371.56,725.85,3528.85,-156.19,4358.77,-1364.17,4997.89,20728.02,9135.6,4419.43,9365.43,9153.26,-830.46,301.84,24441.45,-1648.98,-4782.6,-3658.62,728.18,12129.89,743.33
9.674,-9827.53,-2387.84,704.48,3511.19,-184.13,4329.71,-1393.94,4982.38,20710.95,9116.61,4410.54,9354.12,9141.64,-840.16,288.16,24438.19,-1703.38,-4807.64,-3667.79,711.95,12126.0,736.85
9.676,-9829.58,-2396.24,690.62,3501.04,-203.31,4302.13,-1418.84,4975.68,20702.36,9105.39,4403.43,9342.22,9135.43,-844.81,274.21,24445.12,-1766.1,-4834.1,-3667.61,697.73,12146.52,740.69
9.678,-9829.36,-2400.44,675.29,3491.83,-228.21,4270.35,-1446.34,4967.72,20693.74,9096.4,4395.52,9329.57,9129.26,-847.44,255.39,24457.37,-1850.37,-4874.87,-3667.47,658.17,12142.18,731.3
9.680,-9834.63,-2405.72,660.05,3483.43,-244.71,4250.77,-1464.49,4959.23,20686.85,9093.85,4381.34,9317.06,9123.94,-857.68,238.54,24461.62,-1898.02,-4896.82,-3672.26,636.04,12137.89,724.11
9.682,-9830.88,-2397.31,667.33,3491.74,-232.82,4263.73,-1450.72,4963.65,20695.3,9104.09,4381.34,9320.23,9130.73,-854.78,243.23,24464.21,-1876.34,-4886.05,-3667.3,657.05,12158.77,738.32
9.684,-9820.28,-2382.43,692.81,3510.48,-200.81,4299.0,-1415.45,4978.67,20713.09,9121.7,4391.76,9335.16,9142.62,-844.81,261.43,24461.44,-1805.17,-4853.55,-3660.37,677.66,12155.46,747.13
9.686,-9815.37,-2374.25,711.63,3522.37,-176.85,4328.82,-1389.25,4986.14,20721.41,9132.61,4400.21,9347.72,9150.31,-841.81,276.63,24455.04,-1751.62,-4826.41,-3659.47,697.46,12136.77,746.01
9.688,-9814.74,-2370.94,725.0,3529.65,-156.64,4358.41,-1365.74,4993.07,20732.76,9142.13,4411.3,9365.47,9159.57,-837.79,298.44,24450.31,-1679.6,-4789.13,-3653.48,727.82,12137.8,755.94
9.690,-9824.58,-2381.31,713.65,3519.77,-171.08,4348.53,-1375.39,4986.41,20725.48,9135.69,4410.76,9366.1,9158.0,-838.86,301.21,24449.28,-1686.66,-4787.7,-3652.68,733.14,12140.35,752.94
9.692,-9831.86,-2390.7,696.84,3508.64,-195.89,4319.7,-1399.22,4977.11,20714.48,9123.49,4405.84,9355.37,9152.82,-840.51,289.41,24455.89,-1744.11,-4814.61,-3651.74,707.16,12140.71,744.72
9.694,-9839.82,-2400.67,668.54,3490.05,-234.34,4273.12,-1438.25,4958.06,20691.68,9105.88,4388.59,9331.32,9139.45,-852.72,260.67,24462.37,-1846.61,-4864.77,-3660.14,667.02,12140.48,728.76
9.696,-9839.95,-2403.26,654.73,3483.97,-250.61,4250.41,-1455.59,4955.29,20683.99,9103.24,4380.9,9319.16,9136.19,-855.22,246.54,24469.89,-1893.82,-4886.67,-3663.05,643.77,12140.31,723.57
9.698,-9839.19,-2401.47,655.04,3485.04,-246.63,4250.81,-1452.01,4959.99,20687.34,9107.49,4380.58,9318.04,9137.12,-851.29,247.93,24473.19,-1877.59,-4881.98,-3658.98,651.06,12148.62,732.87
9.700,-9835.39,-2392.26,672.7,3497.82,-220.21,4278.17,-1424.34,4969.82,20698.74,9120.23,4386.8,9326.49,9144.5,-845.21,260.89,24469.84,-1812.55,-4853.82,-3651.96,671.89,12149.56,741.59
9.702,-9833.56,-2386.14,689.24,3507.44,-200.09,4304.23,-1401.36,4973.75,20704.91,9127.42,4393.15,9335.92,9149.51,-844.4,273.63,24462.91,-1765.03,-4833.79,-3649.28,691.88,12135.12,737.16
9.704,-9831.37,-2379.88,708.95,3518.34,-172.42,4339.5,-1373.56,4984.93,20718.64,9140.12,4406.83,9355.77,9160.06,-836.76,299.02,24459.87,-1688.18,-4789.04,-3641.1,729.2,12131.54,744.72
9.706,-9835.53,-2386.23,708.19,3515.08,-173.14,4346.12,-1372.35,4987.12,20720.78,9136.1,4415.36,9368.33,9161.71,-830.64,313.28,24458.89,-1654.88,-4770.76,-3635.38,743.69,12133.29,753.48
9.708,-9832.31,-2391.77,700.1,3506.85,-188.69,4324.53,-1395.06,4983.63,20712.51,9122.28,4415.94,9362.07,9155.19,-828.98,305.95,24462.96,-1699.45,-4788.59,-3635.6,728.62,12141.69,760.23
9.710,-9828.55,-2395.26,686.02,3497.24,-210.96,4291.58,-1424.88,4973.4,20698.56,9105.65,4404.9,9343.07,9141.46,-835.91,282.84,24463.94,-1778.35,-4829.05,-3644.54,694.38,12141.38,753.97
9.712,-9823.41,-2392.31,671.09,3490.36,-233.98,4260.87,-1453.04,4963.12,20683.99,9093.94,4389.61,9323.31,9129.48,-846.28,256.02,24465.82,-1861.99,-4874.07,-3655.14,655.71,12137.58,739.22
9.714,-9817.11,-2385.07,668.9,3494.29,-234.74,4255.86,-1455.05,4964.5,20685.6,9098.23,4385.1,9318.93,9130.29,-848.07,248.95,24468.72,-1876.38,-4882.34,-3658.76,649.18,12140.75,732.38
9.716,-9810.94,-2374.02,680.88,3506.85,-219.9,4272.67,-1437.44,4970.72,20694.63,9110.26,4386.71,9322.91,9135.74,-847.27,250.52,24467.96,-1861.19,-4877.82,-3662.15,655.67,12136.64,719.9
9.718,-9805.22,-2363.16,702.25,3522.14,-192.4,4304.41,-1408.96,4981.8,20707.24,9126.08,4392.83,9332.57,9143.34,-846.24,259.46,24460.32,-1814.6,-4854.4,-3664.88,683.56,12143.43,722.59
9.720,-9799.09,-2355.52,731.53,3538.24,-152.48,4350.28,-1367.44,4998.21,20725.79,9141.64,4406.91,9350.32,9151.74,-838.95,282.03,24445.16,-1706.78,-4809.07,-3664.75,720.49,12145.4,736.31
9.722,-9798.96,-2360.61,736.58,3536.63,-145.73,4364.67,-1360.33,5001.29,20729.86,9140.21,4416.35,9363.1,9152.64,-835.78,295.76,24435.91,-1661.36,-4788.91,-3667.52,734.08,12130.43,735.95
9.724,-9800.61,-2370.36,725.05,3525.0,-162.41,4345.67,-1380.26,4994.5,20722.48,9128.41,4415.99,9359.39,9146.69,-836.49,290.89,24435.15,-1694.35,-4801.42,-3672.21,716.37,12122.56,732.2
9.726,-9805.0,-2378.72,707.79,3512.35,-189.45,4313.71,-1410.08,4986.14,20711.17,9116.92,4409.6,9347.54,9139.72,-839.13,274.48,24443.02,-1771.11,-4838.08,-3675.48,684.05,12123.94,726.48
9.728,-9808.03,-2382.92,688.17,3501.45,-218.06,4276.51,-1441.69,4976.79,20698.34,9107.8,4397.75,9331.81,9134.4,-845.52,252.35,24455.4,-1869.68,-4879.52,-3679.59,658.48,12136.37,722.01
9.730,-9812.91,-2389.0,679.31,3497.29,-221.15,4268.2,-1447.23,4978.27,20699.82,9107.17,4393.1,9324.79,9130.78,-844.63,246.14,24455.22,-1871.11,-4884.88,-3681.38,655.8,12146.52,723.26
9.732,-9812.95,-2386.23,679.18,3498.45,-220.66,4269.85,-1444.64,4978.18,20701.43,9110.53,4391.63,9324.92,9131.76,-844.14,245.51,24456.03,-1867.35,-4885.73,-3679.19,662.15,12149.42,722.59
9.734,-9798.96,-2370.31,702.92,3516.73,-190.08,4301.15,-1412.72,4992.8,20717.38,9127.74,4402.49,9339.05,9144.28,-835.24,263.44,24458.8,-1806.92,-4853.95,-3669.13,690.31,12159.93,736.18
9.736,-9789.48,-2358.06,728.85,3532.6,-155.75,4338.88,-1379.15,5004.96,20730.84,9140.57,4413.62,9354.16,9153.84,-827.77,283.55,24451.96,-1723.95,-4815.33,-3663.27,721.56,12155.28,748.78
9.738,-9792.79,-2358.47,738.59,3536.0,-142.56,4362.57,-1362.83,5007.64,20735.58,9143.56,4422.25,9367.66,9158.54,-824.73,303.27,24445.48,-1656.89,-4782.16,-3656.88,750.21,12140.26,762.95
9.740,-9800.3,-2368.7,731.62,3529.12,-150.56,4356.62,-1370.16,5005.45,20733.7,9135.02,4427.52,9372.67,9157.24,-819.73,313.06,24445.92,-1640.26,-4770.18,-3649.46,750.75,12137.4,780.48
9.742,-9804.86,-2377.78,708.91,3513.29,-185.65,4317.15,-1408.43,4988.6,20714.79,9114.28,4418.72,9358.85,9144.5,-825.72,294.42,24451.91,-1731.63,-4812.29,-3655.23,711.14,12121.53,769.35
9.744,-9806.11,-2380.64,695.27,3507.79,-205.59,4289.21,-1431.0,4983.68,20707.59,9106.23,4412.06,9347.32,9140.25,-824.6,281.94,24465.91,-1796.14,-4837.23,-3650.31,703.45,12148.71,767.96
9.746,-9812.06,-2384.93,677.62,3499.75,-228.93,4264.67,-1453.31,4973.4,20697.63,9098.01,4398.87,9333.24,9132.21,-834.17,263.04,24471.76,-1858.91,-4869.33,-3653.35,682.8,12157.34,748.52
9.748,-9813.53,-2383.41,674.84,3502.7,-228.52,4265.56,-1452.15,4973.93,20699.32,9102.75,4394.31,9330.2,9133.01,-836.58,259.19,24472.93,-1866.59,-4871.16,-3654.24,673.91,12137.44,728.35
9.750,-9808.97,-2375.5,693.71,3517.09,-199.65,4295.69,-1422.42,4986.72,20712.42,9115.4,4400.83,9337.17,9138.2,-831.8,268.8,24463.67,-1801.77,-4848.36,-3655.81,687.49,12135.25,724.55
9.752,-9799.23,-2362.18,716.55,3532.42,-171.48,4328.24,-1393.09,4995.66,20722.66,9128.63,4406.38,9347.37,9144.99,-833.63,278.77,24456.7,-1758.28,-4828.74,-3657.82,709.04,12145.49,734.61
9.754,-9799.41,-2359.94,735.37,3541.95,-142.47,4365.56,-1360.24,5003.39,20732.85,9139.0,4410.98,9357.56,9150.71,-840.25,292.58,24439.0,-1679.38,-4793.78,-3661.39,708.73,12123.63,731.26
9.756,-9808.35,-2371.25,724.55,3531.17,-157.27,4358.05,-1370.34,4994.14,20725.03,9131.09,4410.27,9360.73,9148.43,-847.76,293.12,24435.51,-1694.17,-4797.62,-3662.6,713.29,12122.6,728.98
9.758,-9814.29,-2380.24,710.29,3518.97,-178.32,4332.57,-1392.2,4985.74,20714.84,9121.43,4405.8,9353.45,9143.96,-850.8,284.22,24441.01,-1746.34,-4816.18,-3663.85,710.47,12134.67,729.7
9.760,-9820.28,-2390.83,693.35,3506.9,-201.48,4302.58,-1415.98,4978.67,20705.27,9112.4,4399.4,9341.42,9138.2,-850.8,270.72,24450.53,-1803.88,-4842.1,-3663.0,686.78,12138.25,733.05
9.762,-9826.45,-2401.78,672.52,3492.86,-228.97,4269.99,-1444.46,4968.75,20694.72,9103.28,4390.2,9328.23,9132.3,-852.9,254.05,24460.81,-1871.56,-4875.99,-3661.48,665.23,12148.31,734.88
9.764,-9826.81,-2402.23,666.62,3491.03,-233.98,4263.19,-1448.21,4969.15,20697.13,9109.5,4386.71,9326.35,9135.43,-850.98,252.49,24468.41,-1880.32,-4877.73,-3657.73,671.09,12166.41,741.14
9.766,-9821.09,-2392.84,672.34,3496.93,-228.84,4269.23,-1440.17,4967.72,20697.98,9116.78,4383.36,9326.71,9139.81,-854.1,251.73,24470.2,-1881.57,-4878.58,-3658.04,672.61,12159.35,734.88
9.768,-9812.51,-2381.22,696.39,3513.25,-195.22,4302.31,-1406.6,4980.73,20710.19,9130.96,4390.24,9336.28,9148.48,-850.22,266.21,24462.69,-1807.72,-4844.7,-3657.1,688.88,12148.71,733.41
9.770,-9806.43,-2372.86,721.34,3527.78,-163.26,4340.53,-1371.37,4991.99,20722.84,9143.16,4401.24,9352.37,9157.46,-843.91,287.85,24452.94,-1718.89,-4807.28,-3653.04,714.85,12139.14,737.83
9.772,-9808.35,-2375.05,725.18,3529.39,-157.58,4354.79,-1363.28,4993.16,20725.57,9144.41,4409.73,9364.67,9161.98,-840.47,304.3,24449.41,-1675.53,-4780.64,-3648.74,736.09,12136.06,744.45
9.774,-9816.66,-2388.19,712.17,3516.33,-173.85,4336.06,-1380.98,4985.2,20715.64,9129.17,4408.35,9358.32,9153.22,-841.5,300.81,24444.9,-1685.81,-4787.34,-3650.76,722.9,12132.44,744.0
9.776,-9820.33,-2398.16,691.16,3501.62,-205.73,4297.03,-1416.21,4969.96,20697.36,9109.05,4397.17,9340.53,9140.03,-849.77,277.97,24449.41,-1774.86,-4831.51,-3657.15,686.11,12121.62,733.18
9.778,-9821.09,-2404.91,671.94,3490.76,-235.36,4260.38,-1450.23,4957.53,20682.96,9096.31,4383.89,9323.27,9130.87,-857.59,253.33,24460.72,-1874.28,-4876.12,-3661.04,658.08,12128.64,728.89
9.780,-9822.3,-2408.89,666.62,3490.0,-236.48,4255.95,-1454.12,4960.88,20688.01,9100.02,4381.48,9320.45,9131.49,-854.91,251.37,24467.02,-1876.07,-4877.55,-3655.85,662.01,12146.97,742.26
9.782,-9817.29,-2401.25,672.16,3497.87,-230.49,4264.71,-1445.31,4965.26,20694.45,9107.49,4382.91,9323.99,9135.16,-851.74,252.31,24470.24,-1867.53,-4876.48,-3651.43,661.61,12139.95,742.48
9.784,-9807.9,-2386.67,694.33,3515.62,-202.91,4295.38,-1415.18,4976.35,20706.97,9122.95,4390.02,9333.51,9144.28,-846.42,263.48,24467.11,-1814.16,-4853.9,-3647.63,675.16,12130.11,739.44
9.786,-9798.38,-2372.01,719.37,3532.07,-171.62,4330.96,-1383.66,4985.78,20717.79,9135.34,4398.33,9344.86,9151.07,-844.76,277.12,24455.62,-1749.43,-4824.8,-3652.28,706.27,12134.23,742.57
9.788,-9805.8,-2378.36,731.17,3534.48,-149.58,4361.41,-1359.48,4992.8,20726.01,9137.66,4406.47,9355.72,9151.97,-844.31,293.97,24436.27,-1657.2,-4787.65,-3657.06,734.3,12134.14,749.81
9.790,-9819.43,-2396.33,712.17,3516.06,-174.97,4339.64,-1384.06,4978.99,20710.55,9121.48,4401.77,9350.45,9142.76,-852.54,286.68,24430.95,-1695.2,-4804.02,-3663.32,719.68,12120.01,735.77
9.792,-9826.9,-2408.09,692.73,3500.19,-202.15,4307.72,-1413.43,4969.15,20696.87,9108.74,4395.38,9339.14,9135.38,-856.12,272.6,24436.58,-1763.28,-4831.82,-3665.64,692.99,12120.9,730.14
9.794,-9834.63,-2421.63,671.71,3484.68,-229.87,4271.69,-1444.91,4961.37,20683.9,9096.31,4387.16,9323.54,9126.04,-858.17,254.5,24443.69,-1838.52,-4868.3,-3669.89,668.14,12132.21,730.28
9.796,-9837.27,-2427.22,659.78,3479.41,-242.38,4253.72,-1458.67,4962.89,20682.74,9096.53,4385.37,9318.13,9125.81,-852.81,247.7,24454.55,-1871.38,-4881.93,-3665.95,663.98,12146.21,732.73
9.798,-9835.53,-2425.48,658.3,3481.19,-241.67,4253.31,-1456.39,4966.42,20686.49,9101.9,4386.4,9319.38,9129.3,-847.31,248.77,24459.78,-1867.22,-4880.77,-3661.17,668.63,12148.31,727.95
9.800,-9827.84,-2414.97,674.58,3492.86,-220.34,4276.38,-1434.31,4975.32,20694.94,9113.39,4391.49,9325.95,9135.2,-842.97,258.07,24457.68,-1822.47,-4860.57,-3656.75,685.8,12149.38,729.07
9.802,-9819.26,-2402.45,696.12,3507.84,-194.33,4307.58,-1403.87,4983.05,20703.8,9124.34,4398.29,9335.56,9140.7,-840.69,270.5,24448.96,-1760.87,-4834.32,-3657.51,700.77,12138.61,724.82
9.804,-9817.96,-2398.97,713.83,3517.54,-171.57,4341.74,-1373.92,4991.1,20714.61,9133.82,4407.81,9350.36,9147.5,-837.34,290.71,24438.68,-1676.74,-4794.58,-3653.26,725.45,12126.27,734.21
9.806,-9826.54,-2411.49,706.23,3507.84,-180.02,4340.08,-1378.57,4987.52,20710.32,9126.04,4410.94,9356.71,9146.87,-837.65,298.44,24434.97,-1657.74,-4785.55,-3649.19,730.86,12117.19,740.07
9.808,-9835.89,-2429.01,682.89,3486.78,-211.31,4302.53,-1414.06,4970.85,20689.0,9104.45,4399.18,9340.66,9134.22,-848.74,279.89,24435.87,-1729.31,-4818.77,-3655.49,704.88,12117.51,732.24
9.810,-9840.09,-2438.4,664.83,3473.6,-238.14,4267.66,-1446.25,4960.17,20675.72,9089.16,4388.05,9323.4,9123.62,-855.04,260.31,24441.14,-1803.56,-4853.06,-3659.65,676.05,12125.51,725.58
9.812,-9844.69,-2444.52,646.99,3463.81,-261.74,4237.85,-1470.88,4949.53,20666.15,9079.01,4375.26,9307.04,9115.67,-862.51,240.95,24448.03,-1869.01,-4885.29,-3663.27,647.62,12126.22,717.0
9.814,-9843.08,-2441.44,641.41,3464.88,-267.64,4231.14,-1475.39,4947.65,20666.74,9080.98,4369.9,9303.96,9116.43,-864.48,236.88,24453.43,-1883.05,-4893.6,-3661.66,645.25,12128.24,710.56
9.816,-9837.85,-2428.29,650.12,3476.41,-257.13,4244.86,-1460.11,4948.72,20672.06,9090.77,4366.77,9306.42,9122.73,-866.17,238.94,24455.0,-1871.6,-4886.05,-3660.23,659.42,12131.86,708.46
9.818,-9830.92,-2415.15,672.16,3492.95,-229.42,4277.32,-1428.01,4956.32,20684.13,9104.13,4371.29,9316.16,9131.18,-864.21,252.17,24449.37,-1809.28,-4857.44,-3656.52,679.58,12128.64,712.93
9.820,-9820.91,-2399.95,699.48,3511.59,-195.67,4319.39,-1391.26,4968.66,20699.19,9120.54,4383.67,9335.25,9144.5,-858.84,275.28,24446.46,-1731.99,-4817.78,-3647.89,706.27,12124.88,725.49
9.822,-9820.42,-2399.64,707.61,3516.38,-184.63,4338.92,-1376.82,4974.87,20708.76,9126.71,4395.29,9352.91,9153.53,-853.03,295.89,24447.13,-1682.15,-4788.1,-3638.95,726.97,12123.09,736.71
9.824,-9829.13,-2413.59,691.56,3501.89,-206.93,4316.97,-1399.71,4964.99,20697.76,9112.31,4391.85,9347.95,9145.48,-856.83,289.81,24446.73,-1718.49,-4801.74,-3643.65,713.38,12119.56,733.49
9.826,-9833.07,-2424.67,675.29,3489.38,-229.46,4287.2,-1427.78,4958.15,20687.43,9098.01,4386.31,9337.13,9136.63,-858.22,275.28,24451.82,-1783.67,-4831.46,-3648.3,685.8,12121.13,726.12
9.828,-9830.79,-2427.71,667.07,3484.73,-241.49,4267.35,-1446.52,4961.6,20687.79,9093.85,4387.11,9330.87,9134.8,-851.24,266.52,24464.65,-1834.45,-4855.16,-3643.29,666.84,12140.57,730.19
9.830,-9827.66,-2427.31,658.84,3480.97,-254.32,4252.02,-1464.08,4961.6,20687.34,9095.24,4385.68,9327.47,9135.92,-849.46,258.88,24477.93,-1888.63,-4874.96,-3641.41,656.29,12141.29,724.06
9.832,-9823.01,-2421.63,669.61,3490.22,-236.79,4268.02,-1447.77,4973.75,20700.31,9107.71,4390.46,9333.82,9143.16,-842.93,265.94,24480.88,-1852.24,-4858.69,-3634.44,666.13,12140.57,730.99
9.834,-9820.33,-2414.79,688.34,3501.22,-209.26,4298.87,-1419.78,4984.84,20712.6,9119.56,4396.81,9343.61,9149.78,-838.06,277.61,24473.42,-1789.57,-4833.65,-3632.07,686.78,12137.13,735.51
9.836,-9816.75,-2408.89,707.16,3509.98,-185.16,4328.82,-1396.18,4991.06,20720.2,9126.57,4402.76,9354.21,9153.53,-837.12,290.22,24461.62,-1732.89,-4809.51,-3635.91,711.55,12134.27,739.35
9.838,-9816.62,-2408.49,720.58,3515.62,-165.94,4356.71,-1374.5,4999.01,20730.39,9133.06,4413.35,9371.06,9159.7,-832.92,309.75,24453.03,-1662.03,-4773.35,-3634.71,732.38,12123.36,742.35
9.840,-9822.21,-2416.94,711.32,3506.77,-179.13,4347.32,-1385.9,4992.62,20723.51,9123.45,4414.16,9370.25,9155.36,-835.82,309.75,24448.47,-1668.96,-4776.3,-3638.46,723.79,12113.75,735.06
9.842,-9827.35,-2425.48,695.63,3496.08,-201.7,4319.07,-1410.26,4983.1,20712.24,9111.06,4407.27,9357.74,9147.18,-839.67,294.82,24450.39,-1725.29,-4803.88,-3643.74,704.57,12119.74,729.25
9.844,-9828.91,-2429.5,676.27,3484.41,-233.62,4279.46,-1443.65,4970.18,20697.45,9098.9,4397.35,9341.38,9138.42,-843.47,272.6,24461.53,-1824.75,-4850.37,-3648.39,680.66,12126.4,720.08
9.846,-9829.49,-2431.47,664.07,3480.12,-248.42,4257.07,-1460.78,4967.05,20693.51,9096.09,4390.73,9331.72,9134.71,-843.6,260.76,24469.48,-1868.2,-4869.91,-3649.59,662.51,12131.68,714.27
9.848,-9828.06,-2428.56,662.86,3482.98,-246.63,4256.35,-1456.93,4967.72,20694.5,9099.22,4386.75,9328.23,9133.59,-843.82,256.82,24468.86,-1858.95,-4869.91,-3650.35,658.39,12127.25,714.05
9.850,-9817.42,-2413.5,681.15,3498.54,-223.16,4280.76,-1431.36,4975.54,20703.35,9111.06,4389.03,9332.66,9139.0,-843.06,262.54,24464.39,-1817.47,-4855.87,-3648.79,675.34,12130.29,722.99
9.852,-9807.36,-2397.49,704.57,3515.75,-195.31,4313.13,-1401.9,4983.41,20713.32,9122.64,4393.95,9341.64,9145.84,-843.82,273.67,24457.73,-1767.26,-4831.37,-3646.33,705.78,12148.89,742.97
9.854,-9805.8,-2389.89,724.15,3528.13,-168.71,4350.19,-1370.56,4994.05,20725.48,9132.65,4405.66,9359.3,9153.89,-839.8,296.34,24448.16,-1682.95,-4790.43,-3641.23,736.67,12141.15,752.09
9.856,-9813.4,-2397.49,718.52,3522.23,-174.34,4350.95,-1373.74,4990.34,20721.63,9126.84,4408.3,9364.76,9152.64,-840.25,304.88,24443.6,-1663.69,-4778.04,-3641.86,736.85,12121.08,745.7
9.858,-9822.21,-2411.66,698.13,3505.29,-201.93,4319.47,-1404.94,4974.16,20702.32,9104.71,4396.45,9346.74,9136.99,-851.6,284.94,24438.32,-1724.03,-4812.51,-3653.62,695.23,12096.36,722.27
9.860,-9825.74,-2420.96,679.36,3490.63,-229.06,4282.64,-1439.05,4962.27,20686.45,9089.25,4385.23,9327.34,9125.41,-857.1,262.54,24444.54,-1805.89,-4850.42,-3658.53,670.64,12108.39,715.21
9.862,-9829.22,-2427.8,664.12,3481.02,-248.42,4255.37,-1462.25,4956.23,20678.22,9080.31,4375.94,9312.09,9118.08,-860.32,243.9,24450.84,-1862.53,-4881.49,-3661.62,653.43,12126.0,716.33
9.864,-9836.73,-2435.85,651.69,3472.39,-258.88,4243.12,-1472.0,4952.07,20674.42,9076.95,4368.11,9303.78,9114.91,-864.43,234.11,24451.02,-1876.83,-4894.0,-3662.96,653.92,12137.44,718.16
9.866,-9833.92,-2429.01,655.71,3475.52,-254.32,4249.87,-1465.43,4951.94,20675.27,9083.79,4365.03,9303.87,9118.57,-868.37,232.95,24452.58,-1878.04,-4892.75,-3660.95,655.93,12125.28,711.41
9.868,-9825.87,-2419.35,681.37,3490.58,-218.69,4287.38,-1430.69,4966.56,20690.83,9098.86,4375.98,9316.25,9126.89,-859.38,251.01,24443.69,-1791.49,-4855.07,-3659.47,676.9,12115.23,710.29
9.870,-9818.09,-2410.37,705.02,3503.37,-186.59,4325.73,-1399.31,4980.01,20704.64,9111.42,4390.28,9334.54,9136.99,-851.42,271.71,24435.11,-1715.09,-4819.53,-3659.16,707.25,12108.66,712.31
