Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2025-09-24 17:13:40.405
Device ID: STEEG_DG329018
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 500 samples/second
Data type / unit: EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.032,211073,15833.99,208408.7,14579.03,58859.1,10962.86,27361.89,31904.9,23830.78,9859.81,11037.96,9953.39,10861.9,14091.68,19657.02,22235.21,9840.72,8328.96,8138.22,8766.02,8635.71,17310.31,22563.36,-1973.08,-36.4,16194.59,11624.26,15031.47,11089.06,17688.03,162441.07,103890.07,17494.97,,,,,
0.034,211074,15800.99,208441.12,14547.02,58856.4,10948.41,27323.25,31894.61,23805.44,9837.34,11020.7,9921.88,10850.34,14051.04,19621.14,22206.06,9848.82,8294.0,8121.0,8720.93,8606.42,17283.23,22544.35,-1664.72,922.16,16183.59,11614.16,15024.12,11068.23,17635.45,162427.82,103866.12,17464.9,,,,,
0.036,211075,15401.87,208384.75,14323.85,58847.72,10841.29,27129.74,31821.05,23692.95,9722.34,10921.7,9715.89,10745.18,13882.03,19473.57,22032.29,9768.12,8191.91,8063.09,8559.52,8485.35,17199.18,22432.44,-1008.1,1836.88,16194.41,11635.28,15030.08,11046.23,17440.9,162414.29,103813.77,17373.78,,,,,
0.038,211076,14852.14,208226.24,14018.04,58834.14,10699.04,26885.36,31719.07,23554.47,9567.51,10793.72,9447.74,10603.35,13678.99,19296.34,21812.52,9643.87,8084.46,7998.6,8375.67,8342.81,17108.51,22290.35,-368.17,1700.06,16225.0,11680.63,15047.97,11041.08,17222.97,162413.7,103768.18,17283.45,,,,,
0.040,211077,14435.08,208065.53,13794.89,58822.98,10596.74,26713.19,31642.54,23458.84,9457.14,10705.34,9254.25,10499.78,13542.48,19178.81,21661.42,9544.95,8025.02,7959.27,8262.34,8250.18,17060.56,22188.71,-43.26,1327.84,16256.57,11723.84,15067.78,11050.94,17088.0,162422.59,103750.16,17234.78,,,,,
0.042,211078,14374.07,208034.75,13786.98,58823.37,10589.75,26705.49,31637.45,23456.43,9460.39,10704.73,9237.68,10490.09,13541.94,19181.19,21655.17,9523.17,8038.37,7963.04,8273.13,8251.75,17076.23,22179.29,-192.74,1536.66,16267.91,11736.87,15076.88,11063.7,17093.68,162429.51,103761.97,17240.24,,,,,
0.044,211079,14719.26,208141.69,14001.94,58834.99,10684.66,26876.85,31708.91,23555.22,9576.99,10793.44,9416.56,10582.17,13687.6,19309.33,21802.04,9588.99,8121.92,8010.98,8408.95,8352.62,17146.79,22273.89,-784.85,1536.9,16254.47,11713.69,15070.35,11076.37,17248.01,162433.52,103800.45,17303.86,,,,,
0.046,211080,15289.63,208281.22,14312.54,58847.9,10830.94,27137.13,31814.1,23704.12,9734.81,10923.32,9698.29,10727.41,13906.83,19498.52,22029.2,9708.47,8238.66,8080.94,8605.25,8505.09,17239.33,22425.72,-1522.67,621.97,16227.77,11671.51,15053.46,11089.38,17484.72,162439.29,103852.8,17406.18,,,,,
0.048,211081,15757.01,208379.47,14544.36,58854.18,10946.04,27333.82,31892.65,23815.27,9845.0,11022.11,9919.83,10844.05,14070.59,19638.66,22208.21,9817.66,8321.05,8131.99,8749.03,8620.61,17304.01,22545.58,-1957.16,-112.29,16201.25,11632.89,15035.55,11092.55,17665.27,162441.49,103888.07,17485.93,,,,,
0.050,211082,15858.77,208429.88,14581.43,58853.42,10966.1,27355.68,31905.52,23824.77,9856.2,11036.07,9955.05,10867.14,14082.23,19647.76,22234.25,9855.65,8315.39,8132.06,8752.24,8628.6,17300.35,22562.86,-1821.94,519.26,16184.87,11614.04,15024.59,11076.34,17672.76,162431.6,103878.67,17483.88,,,,,
