Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2
1876276,10981.32,9048.66,11024.95,3949.64,26161.06,4857.66,12935.0,2552.7,12026.27,11346.95,12934.28,10426.15,-1200.6,20005.62,-375.78,4870.31,4101.72,9306.86,9014.19,9227.43,7583.32,7587.21,2240.45,22877.5,10001.6,5561.11,6241.32,4099.27,7825.7,7123.99,12266.19,7314.34
1876277,10973.86,9050.89,11017.04,3939.05,26137.28,4848.27,12927.94,2547.79,12021.75,11322.23,12924.54,10413.59,-1212.54,19984.43,-375.11,4862.8,4089.07,9289.03,8974.14,9198.23,7577.69,7576.97,2229.94,22838.07,10011.79,5556.29,6235.47,4098.46,7820.88,7148.13,12292.3,7354.98
1876278,10977.17,9065.42,11016.01,3933.28,26130.66,4840.85,12923.69,2547.92,12016.88,11314.05,12917.65,10405.59,-1217.59,19975.49,-385.21,4856.68,4082.41,9280.94,8962.51,9222.6,7574.34,7567.32,2222.66,22808.84,10018.77,5547.21,6217.32,4085.63,7821.95,7098.42,12266.68,7322.16
1876279,10987.49,9087.86,11023.08,3937.39,26137.41,4845.14,12932.9,2565.27,12025.73,11329.25,12919.22,10405.77,-1205.97,19971.73,-406.85,4850.69,4082.05,9286.48,8966.45,9219.16,7565.98,7565.89,2228.29,22817.15,10009.02,5547.7,6226.35,4096.72,7817.66,7122.12,12300.84,7351.44
1876280,10988.03,9092.06,11024.51,3938.65,26138.58,4848.9,12935.45,2569.69,12026.04,11335.42,12922.8,10410.06,-1198.9,19980.63,-420.88,4854.71,4086.84,9296.14,8971.95,9208.83,7569.06,7569.95,2237.59,22858.73,9985.55,5546.63,6223.58,4099.58,7808.98,7123.77,12300.48,7357.12
1876281,10987.18,9094.75,11027.37,3947.9,26146.09,4852.7,12937.99,2573.36,12028.05,11337.92,12927.71,10419.44,-1185.85,19989.52,-390.31,4862.13,4097.52,9315.22,8944.63,9243.16,7576.3,7577.78,2252.79,22864.99,9994.05,5548.51,6219.69,4105.61,7810.06,7078.98,12242.1,7274.73
1876282,10994.24,9098.41,11037.56,3963.19,26160.57,4866.24,12949.48,2585.47,12038.52,11350.04,12941.57,10430.49,-1173.24,20005.62,-363.26,4876.21,4107.62,9326.98,8958.62,9300.11,7592.44,7592.04,2266.74,22873.03,10056.63,5574.21,6245.26,4129.84,7804.6,7114.29,12283.13,7305.67
1876283,10965.72,9056.79,11010.16,3931.0,26141.84,4842.01,12920.38,2539.52,12004.41,11320.04,12920.43,10406.17,-1218.35,19977.01,-392.68,4860.48,4084.16,9285.85,8936.09,9290.77,7581.85,7570.76,2228.96,22852.02,10078.45,5564.47,6219.19,4088.89,7799.55,7069.9,12253.36,7281.53
1876284,10954.32,9037.88,11001.22,3922.87,26139.74,4837.95,12912.11,2525.57,12006.33,11300.28,12917.88,10402.9,-1226.71,19977.86,-385.61,4859.9,4082.05,9284.07,8980.48,9279.55,7582.52,7568.93,2226.14,22837.89,10059.8,5565.94,6218.75,4088.4,7791.68,7065.92,12221.98,7266.87
1876285,10960.62,9049.73,11006.8,3927.29,26149.48,4845.77,12914.79,2529.82,12028.99,11309.98,12926.42,10407.78,-1223.04,19963.95,-376.94,4867.72,4087.37,9283.84,8988.53,9264.66,7588.19,7573.84,2223.33,22826.58,10019.97,5571.31,6224.78,4082.95,7805.32,7076.52,12223.36,7250.86
1876286,10962.77,9058.31,11006.8,3930.69,26128.25,4838.35,12916.36,2540.72,12009.86,11315.88,12915.33,10394.81,-1225.55,19937.35,-418.38,4849.7,4072.98,9269.18,8979.55,9233.33,7564.19,7559.18,2210.95,22803.12,10019.39,5549.89,6229.03,4082.19,7796.24,7153.59,12307.72,7340.18
1876287,10984.36,9084.06,11021.47,3944.46,26131.02,4845.99,12928.96,2562.14,12018.44,11338.64,12920.69,10403.66,-1207.4,19938.16,-408.41,4853.23,4080.94,9282.99,9000.65,9245.49,7571.39,7563.88,2223.95,22811.92,10021.81,5550.88,6224.51,4087.73,7794.63,7147.46,12313.31,7343.35
1876288,10986.24,9076.02,11020.44,3942.76,26126.91,4844.16,12928.07,2570.18,12042.49,11337.48,12919.67,10401.07,-1198.72,19931.36,-390.35,4854.13,4078.03,9288.85,8979.1,9262.43,7574.2,7561.19,2232.81,22832.17,10012.29,5558.48,6218.61,4098.82,7793.92,7132.49,12284.56,7327.89
1876289,10990.49,9082.27,11025.49,3949.06,26138.4,4849.03,12933.21,2574.65,12052.82,11338.77,12926.06,10408.0,-1191.84,20000.25,-371.58,4860.88,4084.74,9299.13,8953.84,9272.04,7576.17,7565.13,2234.68,22850.46,10010.81,5549.45,6213.52,4091.89,7794.99,7120.19,12253.36,7287.52
1876290,10987.0,9088.26,11026.65,3943.25,26121.1,4854.31,12933.7,2565.62,12036.46,11345.43,12932.0,10411.8,-1193.54,20047.64,-345.16,4869.46,4088.45,9309.46,8972.03,9264.71,7580.64,7569.64,2240.32,22853.76,10018.77,5552.62,6218.75,4095.15,7792.85,7086.17,12263.15,7299.45
1876291,10967.06,9070.11,11009.98,3926.04,26095.62,4841.07,12919.49,2545.55,12014.2,11331.66,12919.0,10403.13,-1206.19,20017.6,-377.21,4857.12,4081.61,9305.61,9012.4,9265.02,7568.57,7564.41,2251.67,22876.52,10023.06,5537.47,6209.36,4115.72,7793.2,7052.42,12227.43,7253.32
1876292,10969.52,9068.28,11012.17,3928.94,26115.15,4843.0,12921.86,2544.66,12024.52,11324.47,12919.76,10407.69,-1209.32,20007.81,-381.86,4857.21,4085.9,9301.01,9000.73,9275.8,7573.26,7568.84,2246.71,22894.53,10055.56,5546.67,6211.46,4110.58,7808.13,7035.26,12218.4,7271.87
1876293,10967.82,9059.79,11011.41,3929.48,26141.3,4843.76,12920.25,2540.86,12025.95,11328.31,12920.52,10407.42,-1213.79,19987.38,-375.96,4856.27,4083.57,9292.2,8875.7,9248.08,7566.91,7565.84,2225.65,22771.64,10028.02,5538.0,6214.46,4084.96,7788.51,7061.32,12240.53,7297.89
1876294,10969.12,9063.81,11012.08,3933.06,26148.41,4841.57,12922.57,2551.59,12028.32,11329.47,12918.28,10405.77,-1204.09,19964.58,-410.65,4852.34,4082.23,9299.71,8928.36,9246.02,7567.27,7565.08,2237.19,22793.68,10024.94,5545.42,6217.32,4101.14,7819.13,7075.09,12260.11,7316.04
1876295,10979.09,9075.26,11018.34,3936.9,26137.46,4839.29,12925.92,2557.67,12019.7,11320.53,12912.65,10397.27,-1212.45,19963.68,-424.06,4843.89,4071.19,9273.69,8991.62,9251.07,7564.77,7555.38,2207.91,22809.06,10035.53,5553.92,6218.52,4073.02,7799.91,7104.41,12304.05,7367.72
1876296,10998.76,9095.28,11034.52,3951.03,26152.26,4852.97,12939.25,2569.51,12032.12,11336.8,12927.09,10411.49,-1199.13,19997.84,-388.56,4859.09,4084.6,9287.51,9012.85,9267.84,7576.35,7564.63,2219.35,22830.7,10025.65,5550.79,6214.05,4075.57,7799.37,7113.04,12281.08,7325.25
1876297,11002.83,9104.04,11040.02,3963.23,26159.27,4858.64,12948.1,2586.72,12054.61,11343.47,12931.56,10418.55,-1179.59,20032.75,-396.74,4859.14,4090.86,9310.35,9042.26,9238.24,7570.04,7567.81,2239.38,22873.17,9988.15,5539.52,6214.37,4093.54,7794.68,7096.19,12263.55,7298.25
1876298,11006.89,9107.17,11046.55,3970.47,26171.12,4868.97,12955.92,2596.24,12062.74,11355.0,12943.49,10427.8,-1169.04,20040.75,-391.42,4873.53,4102.13,9324.66,9032.97,9263.64,7585.11,7581.18,2258.06,22904.64,10038.75,5555.75,6229.92,4114.11,7789.94,7083.76,12274.15,7314.43
1876299,10993.53,9090.59,11034.65,3954.78,26159.9,4860.66,12946.22,2578.59,12036.59,11341.99,12934.33,10421.68,-1182.23,20018.4,-391.42,4864.23,4099.0,9318.89,8996.31,9233.68,7576.7,7582.96,2263.92,22864.58,9971.02,5553.87,6238.68,4133.15,7820.52,7129.89,12286.84,7329.14
1876300,10977.93,9073.38,11019.5,3937.66,26150.96,4847.78,12929.41,2552.3,12007.76,11325.81,12922.17,10410.28,-1205.3,19990.55,-381.23,4854.71,4088.85,9299.09,8989.6,9217.99,7567.99,7572.5,2243.09,22847.28,9943.53,5539.79,6223.98,4106.95,7822.53,7113.85,12258.32,7297.35
1876301,10978.51,9068.46,11022.9,3941.42,26159.86,4854.98,12932.54,2556.23,12006.37,11331.98,12929.99,10416.54,-1198.9,19995.69,-374.12,4866.56,4095.51,9305.17,9039.45,9241.51,7579.97,7580.28,2253.77,22914.29,9985.87,5554.05,6232.56,4118.71,7815.78,7115.14,12259.93,7307.9
1876302,10986.24,9073.38,11030.63,3955.32,26168.93,4862.09,12940.72,2576.62,12009.86,11349.05,12938.22,10425.17,-1179.77,20011.25,-376.31,4875.72,4103.69,9315.94,9076.06,9272.49,7592.26,7586.0,2256.68,22957.48,10019.84,5568.09,6234.84,4115.0,7766.25,7107.59,12248.4,7285.42
1876303,11000.72,9086.92,11042.12,3966.27,26173.58,4869.24,12949.71,2582.25,12028.37,11364.74,12945.5,10427.09,-1174.14,19996.94,-359.24,4883.14,4105.75,9320.81,9004.36,9296.49,7601.11,7585.33,2252.47,22881.53,10052.07,5575.91,6233.05,4111.65,7748.41,7090.78,12256.0,7302.63
1876304,11001.57,9082.77,11038.86,3962.07,26159.19,4862.22,12943.58,2578.59,12046.65,11354.37,12937.99,10417.12,-1182.68,19996.23,-373.54,4874.07,4094.12,9308.29,8897.25,9239.05,7590.88,7573.22,2226.95,22758.01,10030.48,5562.63,6224.74,4081.12,7767.59,7092.39,12281.88,7322.92
1876305,10978.33,9060.91,11015.65,3939.14,26136.25,4838.62,12920.83,2552.88,12000.2,11332.07,12916.76,10393.61,-1213.03,19932.48,-399.74,4850.91,4069.72,9271.1,8834.48,9208.65,7567.09,7549.48,2192.93,22697.03,9991.45,5543.23,6204.84,4054.79,7792.89,7077.05,12267.71,7317.07
1876306,10975.78,9071.05,11013.78,3929.26,26143.23,4837.86,12918.28,2542.96,12006.06,11337.3,12917.03,10392.13,-1224.29,19922.96,-398.67,4851.13,4068.64,9260.95,8918.93,9219.11,7567.0,7548.09,2192.35,22713.49,9978.71,5540.28,6200.96,4055.77,7797.76,7072.4,12263.55,7325.16
1876307,10979.98,9076.42,11020.44,3927.34,26157.04,4849.75,12923.06,2542.33,12020.95,11350.62,12931.87,10403.26,-1223.94,19951.21,-371.58,4868.93,4081.65,9270.88,8971.14,9273.25,7587.93,7562.0,2206.7,22764.85,10049.52,5563.89,6214.86,4071.5,7806.97,7071.69,12254.03,7305.04
1876308,10958.97,9049.77,11003.5,3914.42,26138.31,4834.73,12907.19,2525.48,12015.0,11327.19,12916.49,10391.68,-1241.46,19945.09,-382.39,4853.99,4071.1,9259.93,8959.52,9281.7,7570.58,7551.45,2199.5,22774.15,10024.76,5542.61,6202.3,4065.29,7809.65,7073.61,12233.74,7273.12
1876309,10961.25,9047.49,11008.5,3923.4,26143.05,4842.77,12914.88,2534.96,12027.88,11322.86,12922.48,10401.83,-1227.96,19978.12,-391.78,4857.21,4081.29,9275.48,8966.04,9260.64,7571.61,7563.2,2213.23,22796.45,9991.27,5547.52,6219.15,4078.43,7814.35,7116.84,12265.12,7297.58
1876310,10971.44,9055.5,11018.25,3933.33,26153.15,4853.41,12924.27,2544.7,12027.97,11330.28,12933.84,10414.97,-1211.96,20007.27,-382.71,4869.28,4095.11,9293.05,8979.28,9247.86,7587.25,7579.92,2232.36,22829.54,10003.57,5570.14,6236.94,4096.58,7823.83,7140.4,12279.56,7301.82
1876311,10980.88,9067.75,11023.03,3937.89,26150.78,4852.52,12928.25,2553.42,12027.74,11332.83,12931.65,10410.73,-1204.13,20001.15,-382.8,4864.54,4091.13,9296.22,8985.18,9234.53,7577.6,7572.95,2237.14,22867.27,10003.08,5556.38,6233.63,4103.42,7837.24,7152.78,12292.34,7333.07
1876312,10981.72,9074.36,11019.37,3935.02,26136.7,4841.97,12921.28,2558.87,12033.42,11330.23,12919.71,10395.04,-1204.54,19994.8,-412.3,4850.28,4074.19,9289.38,8986.03,9213.52,7559.18,7552.34,2226.05,22863.42,9991.45,5530.98,6210.25,4092.07,7818.77,7099.76,12279.29,7338.21
1876313,10998.09,9091.97,11032.2,3948.66,26143.14,4852.52,12931.51,2572.51,12052.87,11339.22,12929.46,10409.7,-1192.51,20004.54,-390.31,4859.09,4088.63,9302.44,9003.42,9221.35,7568.93,7565.22,2238.04,22842.37,9962.49,5535.59,6208.33,4096.76,7803.49,7048.67,12234.41,7265.79
1876314,10996.92,9092.47,11034.97,3951.03,26140.86,4857.84,12937.55,2576.17,12049.6,11345.88,12935.58,10414.12,-1189.07,20000.25,-370.99,4867.67,4095.42,9306.64,9000.56,9252.95,7581.04,7574.74,2245.28,22816.93,10003.17,5554.1,6230.37,4114.42,7806.93,7098.2,12270.62,7287.61
1876315,10983.78,9077.62,11024.55,3940.57,26141.93,4852.52,12929.32,2563.66,12036.77,11344.09,12931.29,10407.29,-1199.31,19990.28,-362.28,4867.09,4088.89,9297.57,8975.61,9265.87,7580.91,7569.37,2233.61,22819.66,10005.53,5551.91,6225.54,4099.04,7817.03,7100.21,12272.27,7313.89
1876316,10964.02,9058.85,11007.92,3927.69,26127.58,4836.56,12916.45,2552.7,12021.48,11315.48,12911.44,10393.61,-1208.65,19980.13,-412.84,4843.98,4075.39,9291.66,8960.28,9250.09,7562.31,7557.08,2229.45,22828.19,10006.92,5545.15,6221.56,4095.87,7809.52,7118.45,12286.58,7346.75
1876317,10959.02,9051.38,11005.15,3924.83,26136.74,4837.5,12912.29,2542.91,12020.01,11308.28,12914.93,10397.09,-1213.43,19987.69,-390.8,4849.84,4079.15,9293.14,8960.32,9260.77,7566.24,7559.99,2228.92,22835.84,10011.12,5542.25,6211.91,4084.6,7821.28,7090.47,12240.26,7297.35
1876318,10978.55,9062.34,11024.95,3942.36,26155.47,4856.18,12930.31,2555.47,12033.64,11318.66,12934.78,10417.97,-1196.58,20007.31,-372.87,4870.18,4099.27,9313.48,8922.32,9254.92,7586.14,7581.44,2247.69,22842.5,10023.6,5564.2,6238.95,4109.73,7827.13,7121.4,12264.45,7307.46
1876319,10992.99,9081.56,11036.62,3958.23,26162.67,4864.45,12945.06,2577.74,12053.09,11333.41,12939.69,10429.73,-1173.65,20033.56,-389.41,4872.32,4108.43,9334.62,8970.56,9257.91,7590.56,7589.22,2261.59,22905.44,10027.48,5567.1,6243.56,4118.85,7823.6,7127.48,12281.21,7310.27
1876320,10999.65,9090.95,11039.35,3959.97,26161.51,4862.98,12946.94,2583.59,12051.3,11343.24,12934.78,10421.77,-1178.16,20020.37,-387.53,4864.72,4099.09,9318.93,8994.25,9251.61,7581.94,7578.0,2250.64,22907.23,10000.98,5562.01,6237.66,4116.92,7816.41,7114.74,12298.51,7318.54
1876321,11016.73,9103.64,11051.64,3969.49,26175.95,4873.4,12957.26,2594.19,12058.68,11372.03,12949.44,10431.56,-1168.37,20025.69,-326.29,4882.2,4108.83,9329.39,8983.84,9256.62,7593.92,7585.47,2265.39,22886.62,10005.67,5564.06,6235.15,4129.26,7798.03,7097.17,12283.76,7319.21
1876322,11022.85,9110.17,11059.46,3977.94,26186.19,4882.02,12967.59,2603.71,12063.82,11380.66,12960.75,10443.05,-1156.7,20038.29,-330.67,4895.66,4121.04,9342.85,9044.81,9275.84,7606.7,7597.18,2277.82,22880.18,10011.12,5573.54,6248.39,4143.12,7802.41,7111.57,12274.95,7300.79
1876323,10968.9,9056.84,11006.58,3922.91,26130.71,4829.72,12915.02,2541.08,11997.92,11321.2,12908.31,10391.06,-1226.31,19955.01,-424.59,4842.77,4068.29,9266.77,8978.43,9219.38,7561.33,7547.42,2203.79,22798.38,9981.89,5534.02,6204.75,4071.64,7803.13,7082.46,12247.37,7289.71
1876324,10945.69,9034.04,10986.15,3900.83,26113.59,4813.36,12895.66,2515.15,11980.89,11314.18,12895.75,10375.14,-1250.0,19929.22,-410.56,4834.28,4052.86,9244.73,8950.09,9201.23,7552.21,7532.45,2183.72,22761.9,9978.31,5522.71,6189.91,4049.2,7798.88,7066.15,12242.05,7305.18
1876325,10966.57,9057.42,11012.35,3925.95,26138.49,4843.8,12923.96,2542.87,12016.43,11341.59,12930.89,10408.18,-1216.78,19968.69,-355.53,4873.44,4086.93,9283.93,8990.99,9246.34,7589.89,7567.0,2224.18,22824.53,10029.27,5558.7,6222.55,4089.65,7825.79,7085.01,12254.93,7315.86
1876326,10962.86,9050.0,11009.49,3924.74,26132.77,4843.0,12920.56,2535.94,12004.05,11317.81,12928.29,10412.83,-1218.48,19973.79,-412.43,4865.48,4091.17,9288.31,8991.66,9273.65,7587.88,7573.71,2234.41,22823.28,10038.48,5565.23,6222.99,4099.98,7838.76,7067.13,12224.12,7262.71
1876327,10950.92,9035.83,10996.66,3914.24,26116.31,4827.71,12906.57,2525.08,11999.22,11300.33,12909.43,10394.37,-1235.11,19926.04,-430.0,4843.0,4071.95,9263.59,8959.96,9264.13,7566.42,7556.23,2207.32,22806.69,10028.69,5552.08,6217.99,4079.46,7817.66,7092.34,12243.26,7266.46
1876328,10965.23,9049.73,11007.38,3922.87,26119.98,4832.09,12915.82,2547.03,12028.28,11318.88,12912.2,10392.62,-1220.18,19939.19,-403.49,4845.32,4070.21,9275.04,8890.59,9250.85,7564.86,7553.73,2209.38,22787.92,10005.49,5551.15,6222.55,4079.24,7798.75,7168.25,12300.88,7348.94
1876329,10981.46,9066.18,11018.25,3932.83,26129.64,4840.14,12924.36,2561.33,12035.43,11321.74,12920.78,10399.55,-1203.1,19984.07,-394.33,4853.06,4076.65,9292.65,8880.62,9216.21,7569.46,7555.74,2221.36,22778.84,9970.17,5545.74,6213.43,4082.01,7809.65,7122.12,12278.04,7323.59
1876330,10993.88,9084.42,11030.81,3948.66,26140.86,4852.25,12936.88,2578.05,12053.09,11328.04,12932.9,10413.77,-1185.8,19992.7,-386.6,4866.91,4090.32,9306.42,8929.79,9215.36,7584.3,7567.41,2231.73,22810.63,9977.51,5551.95,6218.21,4090.1,7813.41,7066.06,12255.73,7291.0
1876331,10992.27,9085.45,11032.46,3949.69,26143.99,4855.69,12938.8,2577.07,12048.08,11343.02,12935.58,10416.9,-1187.59,19990.24,-377.25,4870.4,4096.23,9306.33,9025.77,9264.53,7591.59,7575.5,2241.25,22900.44,10042.37,5568.18,6228.89,4100.38,7808.27,7065.61,12263.33,7282.02
1876332,10986.46,9075.61,11028.04,3946.87,26146.62,4852.25,12935.18,2569.38,12036.41,11349.01,12930.31,10416.0,-1190.19,20036.15,-375.91,4862.93,4096.18,9315.63,9031.98,9284.24,7580.28,7575.99,2255.56,22939.55,10024.13,5557.81,6229.48,4118.67,7802.68,7075.8,12253.94,7278.26
1876333,10978.73,9062.02,11020.84,3943.03,26150.16,4847.47,12930.22,2560.84,12015.54,11341.23,12925.08,10411.84,-1197.87,20029.09,-388.74,4859.54,4091.76,9306.95,8986.65,9280.13,7577.64,7573.35,2246.62,22856.67,10004.51,5553.78,6229.48,4112.9,7809.88,7109.69,12271.06,7299.9
1876334,10971.17,9048.52,11017.49,3938.29,26157.08,4851.09,12927.4,2553.91,12006.51,11340.65,12931.2,10410.46,-1205.3,19993.59,-376.76,4869.95,4091.84,9294.53,9011.15,9290.95,7592.93,7578.94,2239.06,22811.74,10054.17,5578.68,6242.98,4116.12,7792.67,7156.85,12302.85,7354.89
1876335,10956.91,9034.08,11004.21,3923.58,26142.29,4838.75,12910.32,2532.99,12005.75,11324.51,12920.16,10400.4,-1221.93,19957.25,-373.1,4859.98,4082.01,9279.91,9006.72,9262.21,7579.66,7564.99,2222.17,22808.93,10000.35,5554.05,6213.96,4090.32,7812.74,7083.89,12228.33,7276.3
1876336,10965.59,9034.84,11009.17,3929.57,26130.26,4838.84,12913.63,2538.22,12011.43,11330.81,12918.32,10395.62,-1223.58,19943.61,-379.04,4854.66,4076.78,9275.26,8946.29,9242.98,7571.83,7557.21,2212.33,22788.45,9970.71,5547.75,6212.94,4075.75,7822.44,7056.49,12236.95,7279.25
1876337,10970.86,9027.65,11009.62,3933.19,26120.7,4832.8,12911.4,2545.6,12024.66,11328.85,12908.31,10385.25,-1225.64,19950.0,-409.89,4840.4,4064.93,9271.5,8931.04,9231.76,7553.73,7543.18,2205.49,22767.22,9957.61,5523.7,6201.94,4069.85,7807.02,7067.8,12247.64,7298.38
1876338,10981.19,9047.85,11020.21,3940.52,26132.85,4844.2,12921.68,2562.54,12039.45,11344.27,12920.16,10394.41,-1210.17,19969.81,-403.14,4852.38,4074.23,9285.18,8961.93,9240.48,7566.65,7554.53,2220.78,22801.95,9963.11,5538.0,6213.92,4084.78,7802.99,7097.17,12271.82,7327.57
1876339,10997.01,9083.61,11036.53,3954.29,26150.2,4862.8,12940.94,2583.24,12060.73,11359.29,12941.53,10417.03,-1187.64,19994.48,-386.15,4876.17,4098.01,9306.73,9009.32,9249.55,7594.18,7578.98,2241.57,22844.02,9995.16,5572.25,6235.96,4103.87,7815.24,7093.64,12284.12,7338.48
1876340,10996.12,9084.55,11035.06,3949.11,26151.9,4862.8,12938.58,2576.75,12054.3,11359.87,12943.76,10420.43,-1189.96,19998.69,-333.04,4883.81,4100.38,9308.12,9006.5,9282.46,7600.67,7580.55,2242.82,22870.66,10010.85,5569.12,6231.67,4102.57,7827.72,7074.28,12261.9,7313.13
1876341,10989.06,9079.46,11030.5,3943.43,26152.88,4858.73,12937.28,2570.0,12044.64,11349.9,12941.62,10423.83,-1187.46,20020.64,-356.56,4882.25,4104.94,9320.05,9019.73,9266.72,7599.55,7587.79,2261.28,22928.82,10014.88,5569.74,6242.53,4125.42,7834.51,7108.7,12273.12,7306.16
1876342,10990.93,9081.69,11036.08,3950.4,26162.63,4864.1,12946.26,2577.33,12057.74,11348.03,12948.72,10436.83,-1172.71,20053.18,-392.54,4889.76,4119.65,9341.2,9028.23,9287.64,7613.81,7602.68,2278.81,22957.83,10065.62,5589.81,6255.27,4134.22,7795.75,7128.91,12279.02,7292.08
1876343,10991.78,9077.36,11038.81,3954.6,26173.0,4870.36,12951.32,2582.57,12065.2,11355.49,12955.61,10443.72,-1162.29,20061.09,-385.75,4895.7,4126.31,9356.93,9005.16,9300.74,7617.3,7610.72,2296.91,22954.26,10062.76,5592.99,6263.14,4160.73,7784.8,7133.74,12278.84,7303.79
1876344,10971.26,9054.83,11016.24,3928.18,26153.96,4844.92,12925.08,2549.22,12027.52,11338.59,12929.99,10412.83,-1203.46,19998.96,-379.26,4869.33,4093.72,9306.37,8992.06,9278.79,7588.82,7575.23,2247.83,22894.04,10035.67,5557.58,6225.68,4116.25,7800.67,7098.51,12237.62,7253.05
1876345,10978.42,9064.84,11018.02,3929.35,26140.59,4840.9,12925.57,2547.34,12014.69,11327.77,12921.14,10400.49,-1221.34,19958.59,-390.66,4856.68,4079.28,9268.96,8985.62,9246.42,7576.97,7559.99,2205.58,22809.11,10011.61,5555.93,6222.59,4073.07,7795.8,7117.73,12289.35,7335.35
1876346,10993.97,9081.47,11029.6,3942.62,26148.32,4850.69,12936.92,2565.27,12029.8,11342.97,12930.08,10411.44,-1202.61,19978.21,-374.48,4862.89,4089.16,9288.63,8981.02,9237.31,7577.38,7567.09,2223.82,22817.87,9983.0,5549.18,6221.65,4088.63,7792.31,7105.66,12288.72,7347.29
1876347,10979.76,9066.58,11017.98,3931.94,26141.53,4839.56,12925.92,2552.93,12017.95,11339.17,12922.12,10401.79,-1213.07,19968.56,-377.92,4857.88,4080.09,9279.55,8949.95,9236.63,7572.68,7558.11,2211.66,22789.35,9971.56,5541.58,6210.16,4076.56,7786.54,7084.39,12262.03,7307.1
1876348,10981.9,9069.27,11022.05,3939.63,26142.6,4845.5,12933.35,2560.44,12027.56,11333.18,12928.83,10412.07,-1202.48,19983.71,-372.38,4867.36,4092.87,9295.46,8924.2,9260.37,7589.22,7572.23,2226.14,22791.36,10007.23,5561.16,6224.69,4089.21,7810.41,7100.39,12273.61,7311.79
1876349,10990.71,9076.24,11033.09,3949.96,26158.43,4858.38,12943.58,2567.72,12039.05,11342.3,12941.03,10426.28,-1191.26,20001.73,-381.28,4877.24,4107.94,9309.28,8933.1,9277.45,7600.13,7588.06,2238.84,22772.76,10020.69,5574.97,6242.22,4101.95,7815.47,7117.69,12283.31,7309.42
1876350,10964.69,9050.58,11010.25,3929.03,26140.1,4837.05,12921.95,2543.36,12020.1,11317.76,12918.91,10406.12,-1212.22,19983.76,-414.0,4850.46,4088.0,9293.01,8912.71,9233.68,7567.23,7567.54,2226.59,22783.22,9948.98,5535.32,6217.99,4090.91,7822.17,7092.92,12240.84,7282.65
1876351,10962.37,9043.43,11010.87,3929.7,26148.46,4843.94,12924.0,2540.86,12017.59,11324.2,12926.15,10411.35,-1213.52,19982.77,-401.26,4858.91,4092.87,9292.78,8941.77,9233.77,7576.35,7575.1,2228.65,22797.84,9968.97,5547.97,6227.37,4094.75,7832.32,7071.78,12237.85,7295.34
1876352,10970.86,9051.52,11019.99,3940.57,26149.93,4852.52,12933.57,2555.34,12023.9,11328.36,12932.54,10417.84,-1204.27,19969.63,-393.61,4866.33,4099.49,9297.16,8988.53,9243.52,7588.1,7583.32,2237.54,22816.44,9987.21,5568.98,6242.53,4108.65,7835.31,7126.67,12279.11,7336.6
1876353,10980.52,9064.12,11027.01,3948.48,26146.22,4855.07,12940.68,2569.47,12029.22,11334.79,12933.57,10417.16,-1192.55,19990.24,-384.09,4866.91,4099.49,9303.91,8973.55,9248.75,7588.91,7582.74,2243.31,22820.95,10001.42,5571.89,6244.81,4115.13,7835.85,7162.48,12310.8,7361.06
1876354,10990.49,9074.63,11033.67,3953.31,26147.65,4858.55,12945.37,2575.41,12032.44,11342.12,12936.3,10421.28,-1183.84,20021.4,-373.01,4869.33,4102.98,9313.93,8967.79,9248.03,7590.88,7583.81,2247.47,22830.7,9991.95,5567.42,6236.05,4110.66,7831.96,7130.83,12292.52,7328.06
1876355,10982.44,9067.03,11026.96,3947.27,26136.92,4853.19,12940.86,2571.26,12028.28,11332.02,12929.28,10415.38,-1189.43,20010.53,-388.65,4861.46,4097.03,9308.79,8995.28,9241.82,7583.77,7578.85,2246.66,22843.39,9984.35,5561.87,6236.63,4115.0,7833.97,7122.07,12297.08,7315.19
