Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2025-09-24 16:50:32.175
Device ID: STEEG_DG329018
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 500 samples/second
Data type / unit: EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.048,1877816,10954.52,8873.05,11003.13,4000.57,26155.17,4863.92,12928.99,2539.37,12121.91,11321.9,12869.64,10337.92,-1237.02,20035.7,-371.33,4860.61,4043.07,9283.98,8868.13,9250.51,7643.63,7530.71,2238.09,22782.23,9601.17,5653.07,6256.4,4210.69,7849.13,6961.82,12302.25,7293.81,,,,,
0.050,1877817,10937.32,8849.21,10990.85,3992.46,26147.46,4858.14,12918.99,2531.24,12110.24,11320.0,12865.56,10331.38,-1240.97,20015.51,-368.08,4859.83,4036.57,9280.5,8859.13,9269.61,7644.94,7525.52,2232.9,22770.96,9630.88,5656.06,6250.56,4203.21,7819.04,6957.17,12286.49,7275.59,,,,,
0.052,1877818,10936.42,8845.38,10991.41,3998.42,26149.33,4859.03,12920.29,2537.77,12111.66,11318.79,12865.57,10330.81,-1234.92,20012.84,-365.87,4860.24,4035.12,9285.0,8941.45,9282.7,7644.46,7523.19,2239.85,22830.34,9664.72,5652.53,6247.12,4213.18,7810.15,6933.24,12275.12,7271.02,,,,,
0.054,1877819,10955.9,8865.74,11006.39,4012.99,26158.66,4867.31,12932.51,2552.98,12120.2,11321.2,12871.03,10336.97,-1223.45,20036.19,-368.3,4862.66,4040.83,9294.55,9034.35,9271.74,7645.28,7527.56,2252.6,22905.21,9677.73,5651.85,6252.3,4231.68,7829.86,6927.52,12288.24,7293.24,,,,,
0.056,1877820,10970.5,8880.8,11014.32,4016.15,26160.45,4868.13,12936.76,2556.54,12114.81,11321.92,12869.98,10336.36,-1222.96,20051.45,-364.43,4859.51,4040.47,9293.3,9049.4,9253.02,7642.82,7526.35,2251.63,22915.85,9658.7,5650.78,6252.85,4231.42,7843.65,6932.08,12303.5,7311.42,,,,,
0.058,1877821,10965.15,8876.39,11006.01,4005.56,26151.13,4857.97,12928.0,2547.57,12103.48,11313.35,12859.94,10326.67,-1233.77,20036.34,-351.78,4850.11,4030.93,9280.9,9007.32,9247.58,7635.01,7516.26,2238.83,22875.93,9621.74,5644.33,6244.35,4215.73,7834.01,6923.9,12301.24,7302.9,,,,,
0.060,1877822,10953.66,8869.49,10995.92,3996.55,26140.81,4849.68,12920.81,2542.62,12110.24,11296.98,12851.64,10319.49,-1241.74,20010.76,-350.85,4841.34,4023.15,9270.86,8977.36,9241.01,7625.49,7508.53,2230.34,22846.28,9584.17,5636.02,6239.95,4208.81,7823.37,6922.65,12302.74,7297.03,,,,,
0.062,1877823,10949.32,8869.82,10994.18,3993.8,26136.72,4849.89,12921.98,2543.96,12126.66,11285.49,12850.87,10319.79,-1243.44,20001.46,-370.12,4837.82,4022.79,9266.96,8969.56,9220.04,7620.31,7509.45,2228.29,22830.75,9560.74,5633.54,6246.17,4211.9,7830.56,6954.02,12324.54,7320.03,,,,,
0.064,1877824,10945.26,8864.17,10992.95,3987.72,26137.91,4851.37,12921.71,2537.23,12121.87,11288.39,12852.76,10321.22,-1248.41,20010.9,-385.43,4839.56,4024.74,9262.91,8956.28,9211.63,7623.79,7513.62,2224.77,22802.05,9568.61,5639.73,6253.05,4208.7,7841.82,6988.83,12338.24,7341.84,,,,,
0.066,1877825,10935.23,8848.43,10986.36,3977.6,26140.83,4848.96,12914.66,2520.36,12095.69,11298.61,12852.73,10319.85,-1258.22,20026.02,-379.7,4843.49,4024.74,9258.96,8943.11,9232.95,7631.89,7515.44,2221.33,22777.78,9601.35,5647.53,6252.46,4201.11,7839.35,6983.32,12318.11,7328.75,,,,,
0.068,1877826,10928.49,8840.09,10981.36,3974.62,26140.75,4845.69,12908.26,2509.65,12077.54,11301.91,12850.36,10317.0,-1263.15,20028.49,-369.78,4843.46,4022.39,9258.78,8947.69,9247.11,7632.5,7513.33,2222.28,22787.46,9617.6,5645.31,6247.14,4202.33,7829.39,6952.72,12289.87,7304.6,,,,,
0.070,1877827,10932.15,8847.07,10982.51,3980.89,26134.27,4843.06,12907.17,2513.78,12076.96,11296.81,12845.6,10311.96,-1259.83,20003.45,-368.81,4836.76,4016.46,9257.36,8950.88,9226.24,7622.23,7505.87,2220.8,22807.84,9598.88,5632.99,6240.33,4205.9,7825.31,6942.33,12289.23,7307.44,,,,,
0.072,1877828,10939.42,8854.66,10984.89,3986.71,26126.63,4840.17,12908.04,2523.8,12078.83,11293.78,12841.33,10305.51,-1254.57,19967.69,-361.67,4831.77,4009.29,9251.21,8931.24,9209.03,7615.81,7496.33,2212.38,22804.25,9589.9,5626.99,6232.83,4197.89,7824.5,6949.12,12305.43,7325.22,,,,,
0.074,1877829,10944.4,8854.01,10986.91,3989.58,26127.12,4840.84,12910.94,2532.12,12082.87,11296.28,12843.83,10305.35,-1249.6,19968.21,-344.65,4837.49,4009.77,9251.76,8912.69,9232.04,7624.98,7494.82,2209.83,22793.4,9625.95,5637.21,6229.42,4189.6,7818.94,6935.88,12306.71,7324.41,,,,,
0.076,1877830,10949.28,8855.1,10992.37,3995.92,26133.15,4847.55,12918.67,2541.08,12102.83,11296.73,12851.96,10314.85,-1242.03,20016.56,-346.51,4846.64,4020.24,9268.14,8924.75,9257.09,7636.82,7504.26,2224.38,22802.47,9657.42,5647.58,6233.37,4202.09,7812.66,6905.8,12292.45,7306.84,,,,,
0.078,1877831,10950.64,8861.06,10996.85,4002.31,26131.71,4851.9,12924.65,2547.94,12127.97,11291.81,12854.17,10322.79,-1236.71,20055.2,-378.16,4844.15,4028.31,9285.69,8949.05,9237.98,7632.17,7512.2,2242.75,22813.75,9621.87,5638.49,6237.54,4225.68,7813.42,6899.2,12282.3,7294.33,,,,,
0.080,1877832,10938.98,8856.95,10989.89,3995.94,26121.11,4845.27,12918.42,2541.37,12129.18,11287.34,12845.5,10318.06,-1243.49,20035.36,-402.94,4831.8,4023.6,9283.53,8952.21,9207.04,7617.19,7508.52,2243.81,22806.84,9557.55,5620.07,6234.87,4230.47,7818.37,6923.24,12279.12,7289.07,,,,,
0.082,1877833,10918.57,8837.03,10974.04,3977.47,26115.55,4834.37,12903.85,2520.79,12105.7,11285.78,12837.09,10307.14,-1259.89,19992.84,-390.96,4826.41,4013.75,9265.95,8940.63,9216.89,7613.27,7501.08,2229.13,22804.31,9552.23,5617.6,6231.22,4212.74,7820.46,6942.72,12276.21,7286.18,,,,,
0.084,1877834,10908.29,8819.21,10964.95,3964.34,26121.9,4831.86,12895.7,2503.49,12086.74,11282.87,12838.6,10302.94,-1271.0,19990.05,-366.29,4832.22,4010.93,9254.06,8939.02,9242.97,7621.51,7500.63,2217.08,22821.71,9600.09,5629.69,6234.07,4196.95,7819.29,6940.77,12279.85,7294.7,,,,,
0.086,1877835,10915.58,8819.46,10968.86,3965.72,26128.49,4836.24,12897.84,2502.88,12085.37,11279.0,12842.75,10304.07,-1269.99,20018.29,-366.07,4834.78,4012.18,9252.71,8942.96,9227.44,7623.11,7501.76,2213.29,22826.05,9613.22,5631.61,6236.73,4193.53,7816.48,6937.99,12295.44,7316.22,,,,,
0.088,1877836,10926.88,8831.22,10975.34,3971.3,26125.16,4836.31,12900.34,2512.0,12087.34,11280.74,12839.17,10300.6,-1265.77,20023.12,-384.85,4826.71,4007.67,9249.15,8933.32,9183.72,7613.38,7494.61,2207.71,22794.56,9570.58,5619.07,6229.84,4188.76,7811.08,6947.28,12310.12,7331.92,,,,,
0.090,1877837,10930.31,8841.62,10976.23,3971.06,26118.76,4831.37,12898.63,2517.6,12086.07,11287.39,12832.51,10294.05,-1266.27,19998.37,-393.57,4819.71,4000.48,9241.04,8917.04,9173.77,7608.58,7485.38,2198.87,22763.25,9546.57,5615.13,6220.25,4179.01,7807.36,6953.55,12311.82,7332.14,,,,,
0.092,1877838,10930.59,8849.85,10976.48,3970.12,26118.87,4831.2,12899.85,2519.86,12092.29,11288.67,12833.61,10295.1,-1265.94,19986.63,-388.45,4823.62,4002.19,9242.37,8918.8,9205.41,7616.15,7487.51,2201.06,22773.33,9577.9,5628.26,6221.25,4182.2,7813.62,6946.98,12307.83,7329.2,,,,,
0.094,1877839,10934.18,8856.87,10980.81,3975.71,26122.5,4837.76,12907.57,2526.53,12104.75,11280.15,12840.89,10304.77,-1256.68,20004.46,-388.31,4830.71,4013.01,9259.32,8944.24,9229.29,7622.65,7499.35,2221.94,22817.18,9607.0,5636.98,6230.82,4205.24,7824.45,6939.89,12307.03,7328.32,,,,,
0.096,1877840,10935.23,8852.96,10983.19,3982.94,26122.95,4841.58,12913.71,2535.04,12104.74,11270.74,12843.92,10312.51,-1243.07,20028.14,-399.25,4830.11,4021.03,9278.7,8972.36,9223.77,7617.81,7506.95,2245.87,22866.23,9589.03,5627.14,6235.9,4226.49,7820.33,6940.92,12302.96,7319.27,,,,,
0.098,1877841,10926.69,8831.24,10977.16,3983.4,26122.18,4836.98,12910.77,2533.99,12087.67,11270.49,12839.44,10311.91,-1238.18,20039.69,-408.49,4823.98,4019.57,9284.86,8975.39,9214.63,7609.85,7504.96,2247.95,22899.0,9561.12,5614.57,6233.15,4224.11,7797.1,6941.66,12290.77,7305.57,,,,,
0.100,1877842,10914.54,8804.92,10967.45,3978.45,26123.91,4829.31,12902.41,2521.33,12073.46,11278.19,12833.0,10306.63,-1246.97,20035.82,-406.98,4819.9,4013.4,9275.57,8939.81,9216.93,7608.62,7500.03,2220.69,22885.62,9563.44,5616.06,6230.15,4203.52,7779.16,6938.55,12282.89,7306.66,,,,,
0.102,1877843,10910.64,8796.57,10963.58,3974.63,26123.89,4825.33,12896.96,2509.52,12076.76,11284.54,12828.83,10301.22,-1260.76,20007.71,-400.89,4818.12,4008.03,9258.63,8882.51,9215.23,7610.07,7496.35,2180.98,22809.77,9571.89,5623.13,6229.97,4184.09,7787.21,6942.12,12291.69,7324.01,,,,,
0.104,1877844,10916.73,8811.68,10966.82,3972.35,26116.31,4824.84,12896.36,2508.69,12087.3,11282.8,12826.48,10295.46,-1269.24,19957.91,-401.36,4814.73,4002.74,9242.0,8845.12,9202.32,7606.67,7490.77,2151.09,22719.89,9556.31,5621.17,6227.72,4172.62,7807.84,6953.86,12309.72,7337.94,,,,,
0.106,1877845,10923.52,8833.14,10969.91,3967.52,26103.9,4823.73,12895.96,2513.33,12088.66,11274.62,12824.43,10288.52,-1272.97,19921.1,-409.98,4810.02,3995.43,9229.63,8853.54,9193.15,7600.61,7481.85,2137.5,22688.99,9539.18,5614.0,6220.79,4162.81,7814.11,6956.6,12319.67,7340.12,,,,,
0.108,1877846,10923.84,8843.11,10967.93,3960.7,26095.27,4820.5,12892.63,2512.21,12081.28,11268.17,12821.96,10282.37,-1279.14,19927.25,-416.25,4807.08,3988.25,9221.89,8887.66,9196.88,7598.49,7474.17,2131.93,22715.63,9549.41,5612.83,6212.83,4152.31,7804.24,6940.98,12315.11,7338.09,,,,,
0.110,1877847,10920.3,8841.81,10964.43,3957.31,26096.2,4818.14,12889.37,2505.23,12076.99,11270.41,12820.22,10280.45,-1287.51,19958.9,-411.01,4807.56,3986.29,9219.1,8911.18,9205.99,7601.7,7473.05,2129.29,22737.29,9571.75,5617.16,6209.16,4147.77,7798.69,6923.25,12303.56,7331.47,,,,,
0.112,1877848,10918.79,8839.55,10965.33,3959.89,26106.3,4820.68,12891.11,2501.72,12079.27,11279.66,12822.76,10285.05,-1288.66,19977.66,-399.28,4812.21,3992.4,9224.33,8919.25,9214.42,7608.02,7479.92,2134.46,22739.9,9583.76,5621.18,6213.32,4154.58,7807.03,6921.93,12295.34,7316.37,,,,,
0.114,1877849,10919.05,8838.09,10969.77,3965.07,26119.87,4827.66,12897.11,2504.64,12079.39,11288.1,12830.51,10294.43,-1278.57,19976.24,-391.58,4820.31,4003.22,9238.56,8930.99,9223.84,7615.76,7491.4,2149.17,22766.7,9594.58,5625.94,6224.34,4168.88,7818.09,6930.86,12293.8,7305.82,,,,,
0.116,1877850,10916.93,8831.56,10971.86,3968.68,26128.9,4833.42,12901.14,2507.39,12072.3,11291.02,12837.41,10302.19,-1266.52,19976.14,-387.48,4827.31,4010.96,9253.93,8948.62,9231.75,7622.0,7500.38,2163.31,22817.67,9610.37,5632.62,6234.64,4181.29,7819.59,6931.96,12293.84,7313.21,,,,,
0.118,1877851,10914.23,8823.56,10970.77,3970.87,26129.27,4834.2,12900.49,2507.04,12067.68,11289.34,12837.44,10303.1,-1262.52,19989.04,-381.57,4828.47,4011.14,9260.13,8956.7,9230.88,7622.84,7501.34,2167.49,22837.19,9608.89,5635.25,6236.39,4186.61,7811.22,6924.55,12291.2,7325.74,,,,,
0.120,1877852,10918.21,8826.92,10972.63,3974.68,26124.16,4833.3,12900.21,2510.12,12076.86,11284.39,12833.9,10299.35,-1263.63,20005.48,-379.5,4825.22,4007.36,9257.78,8953.71,9222.72,7619.0,7496.47,2166.07,22814.1,9585.33,5631.0,6231.48,4188.08,7800.01,6923.23,12291.99,7325.9,,,,,
0.122,1877853,10929.21,8842.61,10979.76,3980.8,26119.05,4835.03,12904.64,2520.85,12093.24,11277.25,12833.78,10297.0,-1260.71,20013.17,-387.74,4822.95,4005.39,9256.59,8953.12,9220.05,7616.15,7492.61,2168.02,22801.58,9576.98,5627.48,6228.5,4190.69,7793.64,6931.47,12304.46,7324.02,,,,,
0.124,1877854,10937.57,8854.92,10985.44,3985.87,26116.12,4837.26,12909.88,2532.47,12098.99,11272.36,12836.07,10297.25,-1253.42,20011.67,-394.61,4823.16,4005.45,9259.85,8956.85,9229.85,7617.46,7491.89,2171.43,22819.77,9603.1,5630.54,6229.63,4192.08,7795.29,6936.91,12321.34,7336.65,,,,,
0.126,1877855,10936.8,8854.64,10983.82,3986.26,26114.94,4835.58,12909.77,2535.44,12090.99,11273.45,12834.69,10296.59,-1250.03,20010.01,-386.85,4823.2,4004.27,9260.65,8953.0,9237.99,7619.62,7490.6,2167.65,22824.08,9623.19,5633.96,6229.13,4185.58,7799.72,6933.47,12324.48,7350.31,,,,,
0.128,1877856,10930.38,8849.55,10977.67,3981.27,26114.06,4830.82,12904.35,2527.93,12083.21,11276.44,12829.71,10293.63,-1255.55,20010.76,-377.61,4821.81,4001.41,9254.13,8937.46,9222.13,7617.99,7486.93,2156.58,22790.8,9597.66,5629.49,6224.62,4172.63,7800.58,6930.04,12309.79,7342.92,,,,,
0.130,1877857,10921.76,8844.2,10971.14,3972.64,26110.86,4826.58,12897.41,2514.59,12082.16,11275.47,12826.05,10290.27,-1267.12,20000.47,-387.45,4819.77,3998.59,9244.28,8918.94,9185.81,7612.44,7483.6,2147.52,22757.8,9552.53,5619.67,6220.55,4164.75,7802.42,6932.83,12292.67,7324.55,,,,,
0.132,1877858,10910.44,8831.33,10964.55,3964.82,26106.44,4824.29,12891.74,2502.86,12081.4,11274.64,12825.27,10288.51,-1276.97,19973.8,-405.04,4817.76,3996.8,9238.61,8906.96,9166.35,7607.43,7483.14,2147.33,22758.92,9538.55,5613.78,6220.54,4169.74,7811.89,6936.1,12286.5,7320.91,,,,,
0.134,1877859,10903.79,8815.65,10962.36,3966.09,26109.76,4826.43,12892.31,2503.33,12083.43,11283.09,12827.64,10291.15,-1275.0,19962.62,-401.29,4818.2,3998.55,9243.49,8907.82,9190.13,7608.07,7486.28,2155.93,22781.12,9556.63,5616.85,6224.72,4182.7,7817.93,6937.93,12291.92,7331.81,,,,,
0.136,1877860,10915.64,8819.97,10973.8,3981.82,26126.08,4837.2,12904.85,2522.3,12099.44,11298.33,12836.22,10300.86,-1256.02,20000.69,-377.91,4824.57,4007.13,9260.71,8923.12,9229.84,7615.25,7493.14,2169.61,22801.7,9569.27,5626.31,6232.82,4194.08,7803.06,6948.14,12308.0,7340.78,,,,,
0.138,1877861,10942.09,8847.47,10995.28,4002.53,26141.52,4851.78,12923.5,2548.01,12119.29,11305.76,12848.16,10312.22,-1231.64,20054.87,-365.4,4833.23,4017.7,9279.31,8940.4,9233.71,7622.3,7499.7,2180.19,22813.12,9562.66,5634.0,6241.08,4199.07,7777.19,6968.63,12332.83,7349.61,,,,,
